Unnamed: 0,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Average GPA,Median Grade,Standard Deviation,Difference,Instructor Last Name
6682,PHIL,103,4,5,8,7,5,5,2,2,1,0,5,1,2,1,"Tomaszewski, Christopher",2.83,B+,0.97,,Tomaszewski
6683,PHIL,104,0,3,2,5,6,2,2,0,0,0,0,1,0,1,"Bernal, Juan C",3.08,B,0.72,,Bernal
6684,PHIL,104,0,4,3,6,5,1,2,0,1,0,1,0,0,0,"Keller, James",3.13,B+,0.73,,Keller
6685,PHIL,105,2,6,13,9,13,9,3,3,1,1,0,2,1,0,"Horne, Zachary S",3.02,B,0.75,,Horne
6686,PHIL,105,3,3,7,8,10,4,3,1,1,0,1,0,5,0,"Bojanowski, Jochen",2.8,B,0.7,,Bojanowski
6687,PHIL,105,1,4,14,7,14,15,4,3,0,0,2,0,2,1,"Owens, Kiefer J",2.94,B,0.64,,Owens
6688,PHIL,105,0,6,3,6,9,3,3,4,0,0,0,0,0,0,"Richeson, Christian F",3.09,B,0.63,,Richeson
6689,PHIL,105,2,16,10,6,16,1,1,4,1,0,0,0,2,1,"Whaley, Kristin S",3.24,B+,0.62,,Whaley
6690,PHIL,105,0,2,2,8,5,0,2,1,2,0,0,3,0,0,"Ellis, Addison C",2.76,B,0.98,,Ellis
6691,PHIL,105,0,1,7,4,8,5,1,3,0,2,0,0,2,0,"Keller, James",2.77,B,0.67,,Keller
6692,PHIL,105,8,37,47,56,30,11,6,5,2,0,2,2,3,0,"Wang, Yirong",3.3,B+,0.62,,Wang
6693,PHIL,105,0,3,2,2,4,1,2,2,1,4,0,0,1,0,"Clark, Justin",2.56,B,0.91,,Clark
6694,PHIL,105,0,7,9,10,17,11,11,1,4,0,0,1,1,1,"Plebuch, Damian V",2.91,B,0.66,,Plebuch
6695,PHIL,105,0,19,15,16,18,3,2,1,0,0,0,0,1,0,"Harmon, Ian T",3.37,B+,0.47,,Harmon
6696,PHIL,105,0,16,10,10,15,10,3,5,5,0,1,0,2,0,"Uhall, Michael B",3.01,B,0.74,,Uhall
6697,PHIL,105,4,18,44,44,30,4,4,0,0,0,0,0,0,0,"Dyschkant, Alexis N",3.42,B+,0.39,,Dyschkant
6698,PHIL,105,2,9,12,13,21,5,2,0,1,0,0,0,2,0,"Hendricksen, Christopher",3.19,B+,0.49,,Hendricksen
6699,PHIL,105,0,17,18,16,15,6,2,1,0,1,0,0,0,1,"Wassell, Michael D",3.37,B+,0.53,,Wassell
6700,PHIL,105,0,7,16,10,12,6,5,1,2,1,0,0,1,0,"Strauss, Gregg P",3.12,B+,0.63,,Strauss
6701,PHIL,105,0,3,4,6,10,6,2,1,0,1,0,1,3,1,"Harper, Aaron M",2.74,B,0.7,,Harper
6702,PHIL,105,0,4,10,13,13,10,3,2,0,1,1,0,0,0,"Garcia Plazaola, Iker",3.07,B,0.6,,Garcia Plazaola
6703,PHIL,105,2,14,8,6,14,10,4,8,2,0,0,0,0,0,"Higgins, Andrew A",3.1,B,0.71,,Higgins
6704,PHIL,105,0,2,5,11,8,4,3,1,1,0,0,1,0,0,"Jeffries, Harvey J",3.03,B+,0.65,,Jeffries
6705,PHIL,105,0,3,2,6,10,0,0,0,0,0,1,1,5,0,"Sussman, David G",2.54,B,0.86,,Sussman
6706,PHIL,202,0,7,8,0,0,1,0,0,3,0,0,0,12,1,"Leland, Patrick R",2.1,B-,1.22,,Leland
6707,PHIL,210,2,15,11,8,3,11,2,2,2,1,0,0,0,0,"Alsup, Clayton",3.28,B+,0.71,,Alsup
6708,PHIL,210,2,23,18,11,6,2,3,0,1,0,0,0,0,0,"Spino, Joseph M",3.56,A-,0.51,,Spino
6709,PHIL,214,7,38,19,12,9,6,5,1,3,0,0,0,1,1,"Livengood, Jonathan M",3.48,A-,0.61,,Livengood
6710,PHIL,214,0,3,17,18,10,3,5,0,1,1,0,0,1,0,"Albrecht, Ingrid V",3.17,B+,0.54,,Albrecht
6711,PHIL,214,0,5,20,21,14,2,1,0,0,0,0,0,0,0,"Shea, Brendan P",3.38,B+,0.35,,Shea
6712,PHIL,214,0,5,9,6,7,6,4,1,0,0,0,0,0,1,"Higgins, Andrew A",3.19,B+,0.56,,Higgins
6713,PHIL,214,0,1,13,8,7,1,1,1,0,0,0,0,1,0,"Meyer, Daniel W",3.22,B+,0.44,,Meyer
6714,PHYS,100,337,574,375,446,667,237,83,137,53,45,24,12,6,14,"Lundsgaard, Morten",3.27,B+,0.7,,Lundsgaard
6715,PHYS,100,35,444,176,231,540,104,40,101,34,12,6,1,0,4,"Gladding, Gary E",3.25,B+,0.65,,Gladding
6716,PHYS,100,321,169,117,92,73,58,65,25,22,20,6,14,9,6,"Kuo, Eric P",3.38,A-,0.81,,Kuo
6717,PHYS,101,202,173,132,113,92,126,110,104,97,70,50,51,28,11,"Willenbrock, Scott S",2.8,B,1.03,,Willenbrock
6718,PHYS,101,64,86,74,92,76,96,102,106,66,64,40,58,24,6,"Aksimentiev, Oleksii",2.52,B-,1.01,,Aksimentiev
6719,PHYS,101,30,40,28,28,29,44,32,50,34,16,13,18,2,3,"Ha, Taekjip",2.63,B-,1.0,,Ha
6720,PHYS,101,186,233,133,147,131,162,145,148,90,91,55,76,26,13,"Mestre, Jose",2.77,B,1.03,,Mestre
6721,PHYS,101,32,40,32,28,28,30,33,34,17,14,12,25,11,8,"Witek, Helvi",2.63,B-,1.05,,Witek
6722,PHYS,101,72,61,40,31,41,33,31,37,31,13,20,13,1,6,"Kim, Sangjin",2.92,B,1.03,,Kim
6723,PHYS,101,255,289,208,178,196,254,195,218,153,84,55,93,28,12,"Gammie, Charles F",2.8,B,0.99,,Gammie
6724,PHYS,101,24,27,17,43,33,29,27,19,18,22,15,5,7,0,"Yunes, Nicolas",2.67,B,0.95,,Yunes
6725,PHYS,101,91,103,76,52,67,78,79,74,54,55,29,52,17,5,"Halfpap, Bradford L",2.66,B-,1.06,,Halfpap
6726,PHYS,101,164,172,116,114,105,130,133,149,80,59,39,38,26,10,"Kuhlman, Thomas E",2.79,B,0.98,,Kuhlman
6727,PHYS,102,50,65,72,55,71,63,51,56,36,12,8,16,2,1,"Willenbrock, Scott S",2.9,B,0.9,,Willenbrock
6728,PHYS,102,80,84,65,65,52,43,45,36,30,20,12,13,4,0,"Ansell, Katherine A",3.02,B+,0.94,,Ansell
6729,PHYS,102,146,115,78,73,65,77,54,51,40,23,17,17,3,2,"Schulte, Elaine C",3.07,B+,0.95,,Schulte
6730,PHYS,102,31,49,32,29,33,48,47,43,24,12,8,12,4,0,"Stelzer, Timothy J",2.77,B-,0.93,,Stelzer
6731,PHYS,102,58,90,73,78,52,110,61,69,70,31,20,24,7,5,"Demarco, Brian L",2.75,B-,0.96,,Demarco
6732,PHYS,102,24,55,28,29,28,35,32,33,24,19,10,6,4,2,"Mason, Nadya",2.79,B,0.97,,Mason
6733,PHYS,102,51,76,51,47,58,48,43,53,41,19,11,18,9,1,"Kuehn, Seppe",2.81,B,0.97,,Kuehn
6734,PHYS,102,28,76,68,63,77,69,53,48,37,26,14,10,1,4,"Holder, Gilbert",2.85,B,0.9,,Holder
6735,PHYS,102,177,318,218,250,242,273,200,213,167,88,68,74,26,15,"Chemla, Yann R",2.8,B,0.95,,Chemla
6736,PHYS,102,48,87,58,60,42,50,46,48,37,18,17,20,7,0,"Kuhlman, Thomas E",2.85,B,0.99,,Kuhlman
6737,PHYS,211,1098,860,512,508,419,418,334,358,277,173,139,192,108,38,"Selen, Mats A",3.01,B+,1.0,,Selen
6738,PHYS,211,33,31,21,26,39,13,21,14,11,1,2,3,3,0,"MacDougall, Gregory",3.08,B+,0.81,,MacDougall
6739,PHYS,211,64,69,59,56,52,66,58,65,44,23,20,28,10,4,"Cooper, S L",2.73,B-,1.0,,Cooper
6740,PHYS,211,69,81,52,39,35,42,28,27,20,13,6,18,8,3,"Tsokaros, Antonios",3.03,B+,0.97,,Tsokaros
6741,PHYS,211,147,140,82,91,91,28,27,22,9,9,9,5,4,2,"Noronha-Hostler, Jacquely",3.38,A-,0.74,,Noronha-Hostler
6742,PHYS,211,175,150,100,95,70,69,44,48,27,13,11,21,9,4,"Goldschmidt, Elizabeth A",3.2,A-,0.89,,Goldschmidt
6743,PHYS,211,86,94,71,31,37,38,27,33,24,24,10,22,6,0,"Covey, Jacob P",3.03,B+,1.03,,Covey
6744,PHYS,211,169,157,99,89,66,77,70,60,55,35,17,38,23,12,"Stone, Michael",2.96,B+,1.0,,Stone
6745,PHYS,211,60,68,58,72,91,70,51,44,19,12,12,2,18,1,"Draper, Patrick I",2.93,B,0.8,,Draper
6746,PHYS,211,126,105,65,62,39,59,59,68,52,45,38,46,33,3,"Holder, Gilbert",2.68,B-,1.1,,Holder
6747,PHYS,211,411,347,237,211,174,198,152,158,134,86,41,90,46,20,"Gollin, George D",2.96,B+,1.0,,Gollin
6748,PHYS,211,255,209,126,119,110,93,85,96,55,52,42,66,36,8,"Mestre, Jose",2.92,B+,1.04,,Mestre
6749,PHYS,211,112,110,50,49,42,56,37,46,20,16,19,10,7,3,"Kuo, Eric P",3.08,B+,0.95,,Kuo
6750,PHYS,211,101,101,56,70,73,83,84,62,52,43,32,40,11,1,"Sickles, Anne M",2.73,B-,1.03,,Sickles
6751,PHYS,211,64,37,29,22,10,28,17,22,21,9,6,13,8,3,"Adshead, Peter J",2.92,B+,1.04,,Adshead
6752,PHYS,211,95,54,40,37,44,57,63,55,30,21,20,27,19,1,"Yang, Liang",2.71,B-,1.02,,Yang
6753,PHYS,211,70,56,53,39,40,68,44,39,47,35,27,31,12,6,"Madhavan, Vidya",2.64,B-,1.06,,Madhavan
6754,PHYS,211,989,843,513,456,420,436,364,319,257,170,132,162,87,37,"Stelzer, Timothy J",3.02,B+,0.98,,Stelzer
6755,PHYS,211,64,65,51,62,83,50,49,27,11,8,8,4,10,1,"Gadway, Bryce",3.05,B,0.79,,Gadway
6756,PHYS,212,163,112,87,78,53,87,71,64,77,27,27,32,20,5,"Kou, Angela",2.87,B,1.01,,Kou
6757,PHYS,212,180,203,170,113,149,234,152,197,147,114,89,64,46,13,"Gladding, Gary E",2.63,B-,1.01,,Gladding
6758,PHYS,212,61,78,50,61,62,74,54,45,43,23,11,12,9,1,"Grosse Perdekam, Matthias",2.85,B,0.92,,Grosse Perdekam
6759,PHYS,212,166,163,93,77,72,94,84,93,53,46,30,45,17,12,"Hooberman, Benjamin",2.88,B,1.03,,Hooberman
6760,PHYS,212,130,102,87,79,64,104,83,89,81,60,56,74,27,7,"Kuehn, Seppe",2.58,B-,1.09,,Kuehn
6761,PHYS,212,81,78,45,47,39,55,48,55,40,30,22,24,12,0,"Holder, Gilbert",2.76,B,1.04,,Holder
6762,PHYS,212,195,120,57,73,49,61,69,41,59,21,11,9,13,0,"Mahmood, Fahad",3.1,B+,0.93,,Mahmood
6763,PHYS,212,75,94,61,66,55,62,58,50,52,21,10,21,9,8,"Mestre, Jose",2.88,B,0.96,,Mestre
6764,PHYS,212,156,136,95,81,85,109,99,89,92,31,17,17,20,1,"Sickles, Anne M",2.89,B,0.94,,Sickles
6765,PHYS,212,48,35,20,19,26,30,18,15,17,12,13,9,5,5,"Adshead, Peter J",2.85,B,1.03,,Adshead
6766,PHYS,212,73,57,49,72,66,39,25,20,5,9,4,0,0,1,"Yang, Liang",3.26,B+,0.72,,Yang
6767,PHYS,212,66,67,73,104,97,61,59,23,15,7,3,2,2,2,"Willenbrock, Scott S",3.15,B+,0.7,,Willenbrock
6768,PHYS,212,26,20,16,19,24,24,31,17,20,17,14,18,8,3,"DeMarco, Brian L",2.48,B-,1.05,,DeMarco
6769,PHYS,212,1099,940,558,559,582,578,550,528,456,276,186,269,97,28,"Stelzer, Timothy J",2.87,B,1.02,,Stelzer
6770,PHYS,212,211,304,224,201,199,301,217,227,206,135,118,124,47,23,"Beck, Douglas H",2.64,B-,1.03,,Beck
6771,PHYS,212,115,169,104,87,102,125,103,94,86,45,41,47,19,6,"Budakian, Raffi",2.77,B,1.01,,Budakian
6772,PHYS,212,92,122,77,94,101,106,93,94,81,45,57,74,17,6,"Mason, Nadya",2.61,B-,1.06,,Mason
6773,PHYS,212,29,21,9,12,10,13,15,11,14,1,3,1,2,0,"Vieira, Joaquin D",3.0,B+,0.92,,Vieira
6774,PHYS,212,112,100,65,51,51,65,62,51,34,28,26,35,16,5,"Faulkner, Thomas",2.83,B,1.05,,Faulkner
6775,PHYS,213,33,17,15,13,12,11,21,6,11,10,3,2,5,0,"Vishveshwara, Smitha",2.9,B,0.96,,Vishveshwara
6776,PHYS,213,154,200,108,91,173,122,74,82,76,21,27,24,15,2,"Eckstein, James N",2.99,B,0.91,,Eckstein
6777,PHYS,213,182,171,72,81,78,95,70,77,95,17,9,3,10,3,"Covey, Jacob P",3.07,B+,0.9,,Covey
6778,PHYS,213,45,52,37,33,25,42,35,33,32,23,12,23,14,0,"Wagner, Lucas",2.66,B-,1.05,,Wagner
6779,PHYS,213,43,42,37,41,58,47,50,29,26,33,20,11,20,4,"Thaler, Jon J",2.63,B-,0.96,,Thaler
6780,PHYS,213,261,254,194,175,158,198,141,148,117,63,53,45,18,2,"Wagner, Lucas K",2.93,B,0.96,,Wagner
6781,PHYS,213,41,49,45,54,44,53,46,56,48,29,27,33,16,0,"Hughes, Taylor L",2.52,B-,1.03,,Hughes
6782,PHYS,213,315,200,136,141,116,132,98,140,95,59,38,40,14,0,"Bradlyn, Barry J",2.98,B+,0.99,,Bradlyn
6783,PHYS,213,103,134,151,180,213,176,191,158,142,49,62,55,57,8,"Budakian, Raffi",2.62,B-,0.91,,Budakian
6784,PHYS,213,519,497,393,384,414,475,467,444,347,232,164,221,116,18,"Kwiat, Paul G",2.67,B-,1.01,,Kwiat
6785,PHYS,213,14,16,24,29,42,28,36,25,19,17,8,5,6,1,"Clegg, Robert M",2.62,B-,0.87,,Clegg
6786,PHYS,213,59,64,40,64,69,60,24,29,20,20,9,11,16,0,"Gadway, Bryce",2.91,B,0.89,,Gadway
6787,PHYS,214,20,25,15,13,10,10,10,14,3,2,3,2,2,0,"Vishveshwara, Smitha",3.09,B+,0.9,,Vishveshwara
6788,PHYS,214,104,210,152,138,150,129,105,102,56,44,34,27,14,11,"Eckstein, James N",2.94,B,0.92,,Eckstein
6789,PHYS,214,217,140,125,78,62,66,59,47,25,26,10,15,5,2,"Covey, Jacob P",3.24,A-,0.88,,Covey
6790,PHYS,214,34,37,50,42,57,47,53,54,41,32,19,7,13,9,"Thaler, Jon J",2.61,B-,0.92,,Thaler
6791,PHYS,214,198,224,133,166,184,186,146,177,131,100,58,74,28,8,"Wagner, Lucas K",2.73,B,1.0,,Wagner
6792,PHYS,214,19,25,23,23,28,23,33,22,24,14,15,10,5,2,"Hughes, Taylor L",2.59,B-,0.99,,Hughes
6793,PHYS,214,212,225,174,140,139,135,103,124,81,46,18,31,10,3,"Bradlyn, Barry J",3.03,B+,0.92,,Bradlyn
6794,PHYS,214,109,148,135,200,271,174,233,145,157,64,54,47,30,34,"Budakian, Raffi",2.68,B-,0.89,,Budakian
6795,PHYS,214,636,619,469,523,516,551,531,506,374,291,180,199,88,47,"Kwiat, Paul G",2.75,B,0.99,,Kwiat
6796,PHYS,214,8,21,21,13,35,27,24,15,21,10,3,5,4,2,"Clegg, Robert M",2.68,B-,0.87,,Clegg
6797,PHYS,214,51,61,48,70,81,48,30,47,17,13,10,4,5,5,"Gadway, Bryce",2.99,B,0.83,,Gadway
6798,PHYS,325,59,33,19,17,23,10,1,7,3,0,4,3,1,0,"Holder, Gilbert",3.43,A,0.79,,Holder
6799,PHYS,435,11,19,14,15,7,9,3,2,0,0,0,0,0,0,"Eckstein, James N",3.47,A-,0.56,,Eckstein
6800,PHYS,436,8,14,13,3,3,4,0,0,0,0,0,0,0,0,"Eckstein, James N",3.68,A-,0.42,,Eckstein
6801,PHYS,580,12,7,10,3,2,2,2,3,4,2,0,2,0,0,"Leigh, Robert G",3.17,A-,1.01,,Leigh
6802,PLPA,407,3,25,13,8,9,8,0,4,2,0,1,0,0,0,"Pataky, Jerald K",3.38,A-,0.71,,Pataky
6803,PS,100,2,10,5,6,8,5,3,5,0,0,0,0,3,0,"Estes, Kyle",2.99,B,0.68,,Estes
6804,PS,100,0,11,5,1,3,1,0,0,0,0,0,0,0,0,"Evans, Jillian E",3.68,A,0.42,,Evans
6805,PS,100,0,9,21,16,6,2,3,1,1,0,3,0,5,0,"Kim, Myung Jung",3.04,B+,0.72,,Kim
6806,PS,100,11,6,11,14,2,4,5,3,5,1,0,0,5,0,"Dilgin, Tolgahan",2.97,B+,0.79,,Dilgin
6807,PS,100,9,30,37,14,8,6,5,5,1,3,4,1,13,1,"Brennan, Bernard J",3.02,A-,0.84,,Brennan
6808,PS,100,19,16,14,4,6,3,2,4,0,0,1,1,2,0,"Lu, Lu",3.4,A-,0.74,,Lu
6809,PS,100,2,16,13,11,7,2,3,1,2,0,2,2,5,1,"Huh, Seung-Uk",3.01,B+,0.87,,Huh
6810,PS,100,47,47,20,12,1,4,2,1,3,1,0,2,9,0,"Rha, Yea Jin",3.47,A,0.66,,Rha
6811,PS,100,2,9,19,9,6,1,0,0,1,1,2,0,3,1,"Chu, Yuan-Ning",3.2,A-,0.72,,Chu
6812,PS,100,7,24,39,21,9,6,3,1,1,0,0,1,1,0,"Bail, Kristin M",3.46,A-,0.55,,Bail
6813,PS,100,0,9,4,4,3,2,0,0,0,0,0,0,1,0,"Pack, Tyler J",3.41,A-,0.47,,Pack
6814,PS,100,0,37,22,4,4,3,0,1,0,0,0,1,1,0,"Leffingwell, Sarah K",3.63,A,0.54,,Leffingwell
6815,PS,100,3,18,19,6,9,3,2,1,1,1,0,1,2,0,"Griffin, Caleb",3.32,A-,0.69,,Griffin
6816,PS,100,0,7,12,10,13,2,7,4,1,0,0,0,1,0,"Pettit, William M",3.08,B+,0.62,,Pettit
6817,PS,100,10,17,6,8,11,7,3,1,1,0,1,0,1,0,"Ksiazkiewicz, Aleksander",3.33,A-,0.67,,Ksiazkiewicz
6818,PS,100,1,7,5,0,5,0,2,1,1,2,0,1,0,0,"Lassi, Leif T",3.08,A-,1.0,,Lassi
6819,PS,100,1,9,2,5,0,2,1,1,0,0,0,0,0,0,"Paschall, Collin E",3.51,A-,0.61,,Paschall
6820,PS,100,7,10,11,13,7,9,0,5,4,0,1,2,1,0,"Iannantuoni, Alice",3.08,B+,0.85,,Iannantuoni
6821,PS,100,11,14,12,9,6,6,1,3,3,0,0,1,4,0,"Wisnosky, Daniel A",3.17,A-,0.76,,Wisnosky
6822,PS,100,6,10,9,6,5,1,3,2,2,0,0,0,4,0,"Cawvey, Matthew",3.1,A-,0.72,,Cawvey
6823,PS,100,1,5,6,4,2,5,0,4,0,1,0,0,2,0,"Kim, Sanghoon",2.93,B+,0.76,,Kim
6824,PS,100,11,22,27,13,5,6,0,3,0,0,1,0,3,2,"Pryor, Matthew R",3.43,A-,0.56,,Pryor
6825,PS,100,1,10,3,2,7,1,0,1,0,0,0,0,0,0,"Lassi, Thomas L",3.49,A-,0.55,,Lassi
6826,PS,100,3,18,10,17,16,6,3,2,4,0,0,0,2,0,"Kourtikakis, Konstantinos",3.2,B+,0.64,,Kourtikakis
6827,PS,101,0,44,15,6,4,0,0,1,0,1,0,0,1,1,"Uhall, Michael B",3.7,A,0.46,,Uhall
6828,PS,101,0,25,11,6,8,5,0,6,0,0,2,0,4,1,"Baser, Ekrem T",3.16,A-,0.77,,Baser
6829,PS,101,3,15,1,4,4,0,0,0,0,1,0,1,3,0,"Estes, Kyle",3.22,A,0.82,,Estes
6830,PS,101,0,12,20,22,3,4,4,2,1,0,1,0,0,0,"Powers, Matthew A",3.34,B+,0.61,,Powers
6831,PS,101,1,14,12,10,11,4,1,3,0,2,1,0,9,0,"Niece, Blair L",2.84,B+,0.78,,Niece
6832,PS,101,13,83,0,2,8,0,0,0,0,0,1,0,0,0,"Miller, Joseph T",3.88,A,0.39,,Miller
6833,PS,101,6,12,22,30,30,28,13,15,5,1,4,2,3,2,"Miler, Kristina C",2.88,B,0.74,,Miler
6834,PS,101,0,0,5,6,6,5,12,14,5,3,3,3,7,1,"Selin, Jennifer L",2.07,C,0.78,,Selin
6835,PS,101,12,35,15,9,16,10,8,4,2,1,2,0,3,0,"Perez, Eristeo J",3.26,A-,0.75,,Perez
6836,PS,199,11,27,11,9,14,7,3,1,1,0,1,0,3,0,"Sin, Gisela",3.35,A-,0.63,,Sin
6837,PS,201,9,6,3,1,1,1,1,0,0,0,0,0,8,1,"Mullins, Stephen T",2.74,A,0.95,,Mullins
6838,PS,201,24,14,6,4,4,2,1,2,2,2,0,0,3,0,"Jung, Seyoung",3.39,A,0.75,,Jung
6839,PS,201,25,17,7,6,7,0,1,1,0,1,0,0,1,0,"Wisnosky, Daniel A",3.64,A,0.53,,Wisnosky
6840,PS,201,47,13,3,1,0,1,0,1,1,0,1,1,0,0,"Tuhtasunov, Ikromjon",3.8,A+,0.65,,Tuhtasunov
6841,PS,201,32,14,2,2,6,1,2,6,0,0,0,0,1,0,"Moreira, Jair A",3.57,A,0.67,,Moreira
6842,PS,201,60,44,27,11,13,7,4,6,6,1,0,1,10,2,"Pryor, Matthew R",3.38,A,0.7,,Pryor
6843,PS,201,17,22,27,11,16,9,3,7,2,4,1,2,12,1,"Cho, HyunJoo",2.98,B+,0.83,,Cho
6844,PS,201,10,17,27,8,10,6,3,4,8,0,1,0,2,0,"Chu, Yuan-Ning",3.22,A-,0.77,,Chu
6845,PS,201,7,23,23,20,11,8,9,3,11,4,1,1,8,0,"Khan, Aleena",2.93,B+,0.85,,Khan
6846,PS,220,0,4,3,0,7,6,1,1,0,0,0,0,1,0,"Ritchie, Melinda N",2.97,B,0.58,,Ritchie
6847,PS,225,3,10,8,10,9,12,3,1,3,2,0,0,5,0,"Usry, Kaye",2.88,B,0.73,,Usry
6848,PS,230,6,8,3,1,3,1,0,1,0,1,0,0,2,0,"Moreira, Jair A",3.28,A,0.73,,Moreira
6849,PS,230,6,8,3,1,4,2,1,1,0,1,1,0,1,0,"Kim, Sanghoon",3.25,A-,0.84,,Kim
6850,PS,240,12,24,3,5,5,0,2,4,1,0,0,1,5,0,"Kent, Andrea K",3.25,A,0.79,,Kent
6851,PS,240,0,2,4,4,6,3,2,2,3,2,1,0,0,0,"Chereson, Peter J",2.74,B,0.84,,Chereson
6852,PS,241,9,19,10,9,9,3,3,1,2,0,1,1,7,0,"Scheirer, Julian T",3.08,A-,0.78,,Scheirer
6853,PS,241,1,10,8,11,9,4,4,2,3,0,3,0,5,1,"Zhong, Wei",2.82,B+,0.82,,Zhong
6854,PS,241,4,11,4,3,1,4,0,2,1,0,0,0,0,0,"Iannantuoni, Alice",3.47,A,0.7,,Iannantuoni
6855,PS,241,4,3,1,4,2,2,1,0,1,1,1,0,1,0,"Martinez, Gina M",2.98,B+,0.91,,Martinez
6856,PS,241,4,11,10,13,8,6,1,4,1,0,2,2,5,0,"Wisnosky, Daniel A",2.92,B+,0.85,,Wisnosky
6857,PS,241,3,21,12,5,9,5,2,2,2,1,2,0,0,0,"Pettit, William M",3.32,A-,0.8,,Pettit
6858,PS,241,1,3,3,3,3,1,2,2,2,1,0,0,4,1,"Kim, Sanghoon",2.48,B,0.89,,Kim
6859,PS,241,6,16,9,9,6,3,3,1,2,3,1,1,6,0,"Pryor, Matthew R",2.95,B+,0.89,,Pryor
6860,PS,241,0,15,11,5,4,2,3,2,2,1,1,1,10,1,"Morelock, Jessica L",2.66,B+,0.96,,Morelock
6861,PS,241,0,8,4,5,7,2,1,2,0,0,0,0,0,0,"Dotter, Rachael",3.31,B+,0.59,,Dotter
6862,PS,241,1,13,18,16,5,1,0,1,0,0,0,0,0,0,"Gandhi, Rajmohan",3.55,A-,0.39,,Gandhi
6863,PS,280,3,18,15,27,22,12,12,14,5,2,0,2,2,1,"Hendrickson, Ryan C",2.95,B,0.76,,Hendrickson
6864,PS,280,5,21,9,6,6,5,3,1,0,1,1,0,2,1,"Brennan, Bernard J",3.33,A-,0.7,,Brennan
6865,PS,280,11,14,14,16,24,22,9,9,10,2,11,2,8,0,"Chaudoin, Robert S",2.67,B,0.91,,Chaudoin
6866,PS,280,1,9,1,2,4,0,1,3,2,0,1,0,1,1,"Townsen, Ashly A",3.0,B+,0.93,,Townsen
6867,PS,280,2,17,32,45,54,42,24,21,13,12,9,7,7,1,"Allee, Todd L",2.69,B,0.82,,Allee
6868,PS,280,0,24,32,5,13,4,4,2,0,0,1,0,2,0,"Hastings, Laura A",3.38,A-,0.58,,Hastings
6869,PS,280,0,7,13,11,7,6,9,4,1,0,1,1,5,1,"Niece, Blair L",2.79,B,0.76,,Niece
6870,PS,280,0,20,0,0,3,0,0,3,0,0,0,0,0,0,"Miller, Joseph T",3.65,A,0.68,,Miller
6871,PS,280,6,48,31,30,14,10,2,0,12,2,0,2,29,0,"Robinson, Todd C",2.83,B+,0.85,,Robinson
6872,PS,280,0,23,13,7,6,2,3,2,1,0,0,2,2,0,"Cho, Jaeseok",3.28,A-,0.78,,Cho
6873,PS,280,4,10,6,4,5,1,0,1,0,0,0,1,0,0,"Lassi, Thomas L",3.49,A-,0.71,,Lassi
6874,PS,280,13,40,16,6,3,1,3,0,0,0,0,0,1,0,"Nagashima, Daniel",3.73,A,0.4,,Nagashima
6875,PS,280,0,54,46,67,73,43,27,27,16,2,1,1,5,1,"Vasquez, John A",3.01,B,0.68,,Vasquez
6876,PS,280,2,1,6,17,12,5,8,3,3,0,2,0,5,4,"Irish, Adam C",2.68,B,0.69,,Irish
6877,PS,280,0,14,13,9,11,2,3,3,3,0,0,0,3,1,"Pack, Tyler J",3.12,B+,0.67,,Pack
6878,PS,283,2,3,4,5,3,2,2,1,0,0,0,0,1,0,"Lassi, Thomas L",3.14,B+,0.59,,Lassi
6879,PS,300,5,21,21,11,6,11,3,1,3,0,0,2,5,0,"Dragu, Tiberiu C",3.15,A-,0.75,,Dragu
6880,PS,300,0,13,7,1,1,1,1,0,0,0,0,0,0,0,"Bowers, Jake",3.71,A,0.44,,Bowers
6881,PS,300,7,6,2,1,2,1,4,0,0,0,2,0,1,0,"Miller, Steven V",3.18,A,0.92,,Miller
6882,PS,300,6,12,13,8,2,2,1,0,0,0,0,0,2,0,"Sin, Gisela",3.48,A-,0.43,,Sin
6883,PS,300,0,16,14,11,29,10,3,14,0,0,1,0,4,2,"Malekafzali, Farhad",2.96,B,0.66,,Malekafzali
6884,PS,300,0,8,6,6,2,0,0,0,0,0,0,0,1,0,"Hastings, Laura A",3.48,A-,0.36,,Hastings
6885,PS,300,0,11,11,8,18,6,2,5,0,0,5,0,0,0,"Wong, Cara J",3.04,B,0.81,,Wong
6886,PS,300,0,103,23,21,10,4,4,2,0,0,0,0,2,0,"Grossman, Nicholas",3.67,A,0.45,,Grossman
6887,PS,300,0,16,10,9,19,16,4,5,1,1,1,0,0,1,"Cho, Wendy K",3.09,B,0.68,,Cho
6888,PS,300,15,50,24,19,11,4,8,2,3,0,0,0,4,0,"Rumsey, Jessie G",3.45,A-,0.59,,Rumsey
6889,PS,300,15,39,57,22,8,2,5,1,1,0,0,0,2,2,"Weir, Bonnie A",3.57,A-,0.44,,Weir
6890,PS,300,0,16,8,4,2,8,0,4,0,0,0,0,4,2,"Kourtikakis, Konstantinos",3.09,A-,0.7,,Kourtikakis
6891,PS,300,0,14,13,6,9,3,3,0,0,0,0,0,1,0,"Vasquez, John A",3.38,A-,0.51,,Vasquez
6892,PS,499,19,27,7,3,4,1,0,2,0,0,1,0,3,0,"Wedig, Timothy E",3.57,A,0.58,,Wedig
