Years,Term,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Average GPA,Median Grade,Standard Deviation,Instructor Last Name
2021,Fall,SOCW,552,4,19,4,1,2,0,0,1,0,0,0,0,0,0,"Wade, Ryan",3.81,A,0.43,Wade
2021,Fall,SOCW,589,7,17,17,15,2,0,0,0,0,0,0,0,0,0,"Kopels, Sandra L",3.7,A-,0.3,Kopels
2021,Fall,SOCW,589,0,80,17,4,2,3,0,2,0,0,0,0,0,0,"Beidelschies, Jon E",3.83,A,0.38,Beidelschies
2021,Fall,SPAN,308,5,5,4,1,3,1,0,0,0,0,0,0,3,0,"Bandin, Yvette A",3.17,A-,0.61,Bandin
2021,Fall,SPED,117,0,556,28,8,43,2,1,10,0,0,5,0,22,3,"Bentz, Johnell L",3.73,A,0.45,Bentz
2021,Fall,SPED,117,22,4,1,1,1,0,0,0,0,0,0,0,1,0,"Tarconish, Emily J",3.8,A+,0.25,Tarconish
2021,Fall,SPED,405,0,129,3,2,8,2,0,1,1,0,1,0,0,0,"Zarate, Kary",3.86,A,0.44,Zarate
2021,Fall,STAT,100,358,229,130,105,112,74,53,60,34,22,30,8,63,12,"Flanagan, Karle A",3.19,A-,0.85,Flanagan
2021,Fall,STAT,212,86,68,37,47,38,12,13,8,1,1,2,6,7,1,"Findley, Kelly P",3.4,A-,0.71,Findley
2021,Fall,STAT,385,104,57,12,5,7,4,1,1,1,1,1,1,1,0,"Dalpiaz, David M",3.8,A+,0.51,Dalpiaz
2021,Fall,STAT,400,5,23,17,9,15,6,3,6,1,4,1,2,6,1,"Unger, David",3.0,B+,0.86,Unger
2021,Fall,STAT,400,103,86,21,29,14,5,4,3,4,3,4,1,2,2,"Yu, Albert",3.64,A,0.66,Yu
2021,Fall,STAT,410,35,70,21,27,33,17,3,10,12,0,10,1,15,4,"Stepanov, Alexey G",3.11,B+,0.85,Stepanov
2021,Fall,STAT,420,7,55,38,7,21,10,11,3,0,1,2,0,2,3,"Deeke, Julie M",3.41,A-,0.66,Deeke
2021,Fall,STAT,425,47,50,27,13,9,8,4,2,3,0,0,0,5,0,"Bravo De Guenni, Lelys",3.55,A,0.55,Bravo De Guenni
2021,Fall,STAT,425,9,30,18,11,9,4,0,3,0,0,0,0,5,0,"Chronopoulou, Alexandra",3.4,A-,0.53,Chronopoulou
2021,Fall,STAT,430,3,12,3,1,5,0,0,1,0,0,0,0,0,0,"Balamuta, James J",3.65,A,0.52,Balamuta
2021,Fall,STAT,430,11,4,0,0,0,2,1,1,0,1,0,0,2,0,"Ellison, Victoria M",3.23,A+,0.84,Ellison
2021,Fall,STAT,430,16,40,10,3,7,4,3,10,2,2,2,0,10,1,"Nguyen, Ha Khanh",3.1,A,0.87,Nguyen
2021,Fall,STAT,440,0,119,0,0,12,0,0,8,0,0,2,0,4,0,"Kinson, Christopher L",3.66,A,0.62,Kinson
2021,Fall,TAM,210,8,29,22,19,24,14,7,8,4,3,1,2,4,2,"Admal, Nikhil Chandra",3.08,B+,0.78,Admal
2021,Fall,TAM,211,6,21,18,17,25,16,8,10,3,2,1,2,5,2,"Admal, Nikhil Chandra",2.96,B,0.77,Admal
2021,Fall,TAM,335,23,25,23,9,3,1,0,3,0,0,1,0,1,0,"Liebenberg, Leon",3.65,A,0.52,Liebenberg
2021,Fall,TE,360,20,38,9,1,9,0,0,0,0,0,0,0,0,0,"Harbourt, Christopher M",3.84,A,0.33,Harbourt
2021,Fall,THEA,100,0,49,3,1,1,0,0,0,0,0,1,0,0,0,"Ciofalo, Terry A",3.9,A,0.43,Ciofalo
2021,Fall,THEA,101,307,60,45,28,25,16,12,10,3,5,3,4,64,8,"Miller, Thomas J",3.28,A+,0.72,Miller
2021,Fall,THEA,110,48,20,6,3,2,2,1,0,2,0,1,1,1,1,"Morrissette, Jason W",3.71,A+,0.64,Morrissette
2021,Spring,AAS,100,3,12,16,8,6,1,0,0,1,0,1,0,2,0,"Kang, Yoonjung",3.37,A-,0.59,Kang
2021,Spring,AAS,100,7,34,4,1,2,0,5,3,0,0,1,0,0,0,"Horton, Christina M",3.63,A,0.72,Horton
2021,Spring,AAS,100,0,24,16,3,6,1,1,0,0,0,1,0,2,0,"Guruparan, Akil",3.49,A-,0.55,Guruparan
2021,Spring,AAS,100,5,38,2,3,3,0,1,2,0,0,0,0,2,0,"Wang, Yu",3.65,A,0.5,Wang
2021,Spring,AAS,100,26,17,1,4,2,2,0,1,1,1,0,1,3,0,"Boonsripaisal, Simon",3.49,A,0.73,Boonsripaisal
2021,Spring,ACCY,200,13,17,3,3,0,0,0,0,0,0,0,0,0,0,"Zhang, Li",3.92,A,0.2,Zhang
2021,Spring,ACCY,201,40,52,34,23,45,34,25,32,30,31,28,19,28,0,"Fisher, Mitchell B",2.49,B-,1.07,Fisher
2021,Spring,ACCY,202,33,78,35,78,119,40,27,28,28,0,10,0,0,0,"Shapland, Julia P",3.09,B,0.75,Shapland
2021,Spring,ACCY,301,2,17,22,14,10,7,3,3,0,2,0,0,0,0,"Davis, Gregory L",3.35,A-,0.63,Davis
2021,Spring,ACCY,301,13,22,20,13,11,7,5,3,1,2,0,0,2,0,"Anderson, Spencer B",3.34,A-,0.66,Anderson
2021,Spring,ACCY,302,3,28,21,12,6,1,0,0,3,1,0,1,0,0,"Curtis, Susan M",3.54,A-,0.66,Curtis
2021,Spring,ACCY,302,18,30,32,14,7,6,5,1,0,0,0,0,2,0,"Sani, Jalal",3.54,A-,0.49,Sani
2021,Spring,ACCY,303,20,25,16,16,13,8,3,5,3,2,0,3,0,0,"Schwartz, Rachel",3.32,A-,0.82,Schwartz
2021,Spring,ACCY,303,11,40,13,16,11,9,5,7,5,2,1,1,0,0,"Mendoza, Scott A",3.31,A-,0.82,Mendoza
2021,Spring,ACCY,304,1,25,12,3,11,8,7,0,1,0,2,0,0,0,"Wang, Wei",3.32,A-,0.74,Wang
2021,Spring,ACCY,304,7,14,14,13,12,6,1,1,1,0,0,0,0,0,"Wu, Martin G",3.43,A-,0.54,Wu
2021,Spring,ACCY,304,2,18,10,19,17,2,2,4,0,0,0,0,0,0,"Kink, Dawn M",3.36,B+,0.54,Kink
2021,Spring,ACCY,312,0,14,0,0,11,0,0,2,0,0,0,0,0,0,"Holder, Daniel E",3.44,A,0.63,Holder
2021,Spring,ACCY,312,7,10,19,13,16,13,0,0,0,0,0,0,0,0,"Vuong, Anh",3.38,B+,0.47,Vuong
2021,Spring,ACCY,312,9,9,19,12,10,16,1,0,0,0,0,0,1,0,"Osswald, Benjamin",3.33,B+,0.5,Osswald
2021,Spring,ACCY,398,15,43,0,0,10,0,0,15,0,0,0,0,1,0,"Hutchens, Matthew",3.48,A,0.78,Hutchens
2021,Spring,ACCY,405,0,16,27,14,7,6,2,4,2,2,2,0,0,0,"Lullo, Michael J",3.26,A-,0.75,Lullo
2021,Spring,ACCY,405,0,29,11,14,6,10,6,3,2,1,1,0,0,0,"Ciconte, William",3.29,B+,0.74,Ciconte
2021,Spring,ACCY,405,0,11,6,4,2,3,1,0,1,0,0,0,0,0,"Chatterton, Angel",3.48,A-,0.61,Chatterton
2021,Spring,ACCY,410,4,10,6,2,7,4,1,4,0,0,0,0,0,0,"Kustanovich, Michael",3.33,A-,0.68,Kustanovich
2021,Spring,ACCY,410,7,5,3,2,7,2,1,4,0,1,1,0,0,0,"Steward, Cynthia G",3.17,B+,0.85,Steward
2021,Spring,ACCY,410,14,25,4,16,26,7,4,11,0,2,4,1,0,0,"Chen, Ciao-Wei",3.15,B+,0.84,Chen
2021,Spring,ACCY,451,0,22,0,0,3,0,0,6,0,0,0,0,0,0,"Holder, Charles B",3.52,A,0.8,Holder
2021,Spring,ACCY,451,4,6,3,3,3,1,0,2,2,0,0,0,0,0,"Alt, Amanda J",3.33,A-,0.78,Alt
2021,Spring,ACCY,501,55,54,33,17,17,8,2,1,1,0,0,0,8,0,"Augusto Sampaio, Gerlando",3.54,A,0.47,Augusto Sampaio
2021,Spring,ACCY,502,4,13,1,3,4,1,4,0,0,0,0,0,0,0,"Schwartz, Rachel",3.52,A,0.62,Schwartz
2021,Spring,ACCY,502,11,103,88,56,60,53,9,7,1,0,0,0,7,0,"Ibrahim, Adel Nematallah",3.35,A-,0.54,Ibrahim
2021,Spring,ACCY,503,115,376,254,134,182,60,18,5,5,1,1,0,4,0,"Hecht, Gary W",3.56,A-,0.49,Hecht
2021,Spring,ACCY,507,71,90,13,16,3,3,7,3,2,4,1,0,1,0,"Donohoe, Michael P",3.71,A,0.62,Donohoe
2021,Spring,ACCY,512,0,24,8,8,4,5,1,5,1,0,0,0,0,0,"Koo, Seung Hyun",3.42,A-,0.69,Koo
2021,Spring,ACCY,517,17,28,8,0,2,1,0,0,0,0,0,0,0,0,"Li, Yue",3.89,A,0.27,Li
2021,Spring,ACCY,517,0,12,10,2,1,0,1,0,0,0,0,0,0,0,"Hamm, Brian K",3.72,A-,0.38,Hamm
2021,Spring,ACCY,552,1,16,12,9,9,0,0,0,0,0,0,0,0,0,"Sternburg, Thomas",3.6,A-,0.38,Sternburg
2021,Spring,ACCY,574,0,59,3,3,4,1,0,1,0,0,0,0,0,0,"Leiby, Justin",3.85,A,0.37,Leiby
2021,Spring,ACCY,575,4,42,28,14,4,0,0,1,0,0,0,0,0,0,"Zhu, Wei",3.74,A-,0.34,Zhu
2021,Spring,ACCY,575,28,34,15,6,2,1,1,0,1,1,0,1,0,0,"Penn, Michael W",3.75,A,0.57,Penn
2021,Spring,ACE,161,0,62,0,0,21,0,0,8,0,0,3,0,3,0,"Lo, Alexander C",3.4,A,0.78,Lo
2021,Spring,ACE,161,0,45,0,0,21,0,0,11,0,0,2,0,4,0,"Burnett, Meghan L",3.22,A,0.81,Burnett
2021,Spring,ACE,199,79,22,11,1,3,0,3,1,0,0,0,0,4,0,"Stoddard, Paul B",3.76,A+,0.37,Stoddard
2021,Spring,ACE,240,356,90,0,1,41,0,1,40,0,0,2,0,23,0,"Lemoine, Craig",3.6,A+,0.61,Lemoine
2021,Spring,ACE,360,14,15,1,3,10,0,1,3,0,0,1,1,3,0,"Campbell, William D",3.26,A,0.81,Campbell
2021,Spring,ACE,444,8,26,5,6,23,0,5,5,0,1,6,0,1,0,"Sherrick, Bruce J",3.17,B+,0.89,Sherrick
2021,Spring,ADV,281,1,23,2,3,18,3,0,7,0,0,1,0,2,0,"Shabalina, Olga I",3.17,B,0.74,Shabalina
2021,Spring,ADV,281,0,22,2,1,25,1,1,6,0,0,2,0,0,0,"Lee, Seo Yoon",3.21,B,0.76,Lee
2021,Spring,ADV,283,0,13,8,3,3,1,0,0,0,0,0,0,0,0,"Mabry-Flynn, Amanda D",3.68,A-,0.38,Mabry-Flynn
2021,Spring,ADV,283,1,8,5,1,3,2,0,0,1,0,0,0,0,0,"Fisher, Jacob T",3.51,A-,0.61,Fisher
2021,Spring,ADV,283,10,15,17,3,4,1,1,0,0,0,1,0,2,0,"Hitchon, Jacqueline C",3.53,A-,0.54,Hitchon
2021,Spring,ADV,284,0,12,21,3,6,4,1,0,1,1,0,2,0,0,"Pham, Giang V",3.34,A-,0.79,Pham
2021,Spring,ADV,284,0,17,14,7,7,3,1,3,1,0,1,0,0,0,"Liu, Weizi",3.38,A-,0.69,Liu
2021,Spring,ADV,410,20,2,0,0,2,0,0,0,0,0,0,0,0,0,"Wirtz, John",3.92,A+,0.28,Wirtz
2021,Spring,ADV,460,9,10,5,2,2,0,0,1,0,0,1,0,0,0,"Maslowska, Ewa H",3.67,A,0.66,Maslowska
2021,Spring,ADV,460,23,35,8,7,3,7,3,3,1,0,1,0,2,0,"Ham, Chang Dae",3.53,A,0.66,Ham
2021,Spring,ADV,483,4,31,23,10,12,2,1,0,0,0,0,0,0,0,"Taneja, Harsh",3.63,A-,0.41,Taneja
2021,Spring,ADV,483,0,11,14,8,5,3,1,0,0,0,0,0,0,0,"Sar, Sela",3.51,A-,0.44,Sar
2021,Spring,ADV,498,0,69,32,15,6,0,0,0,0,0,0,0,0,0,"Meron, Shachar",3.78,A,0.29,Meron
2021,Spring,AE,353,0,4,4,19,18,26,4,0,3,1,1,4,3,0,"Bretl, Timothy W",2.72,B,0.71,Bretl
2021,Spring,AE,443,11,22,24,7,0,0,0,0,0,0,0,0,0,0,"Lembeck, Michael F",3.8,A,0.23,Lembeck
2021,Spring,AFRO,101,0,13,17,10,7,1,4,0,0,2,0,0,2,0,"McDuffie, Erik S",3.27,A-,0.62,McDuffie
2021,Spring,AIS,101,6,18,0,2,2,0,0,1,0,0,1,0,0,0,"Marshall, Lindsay",3.72,A,0.67,Marshall
2021,Spring,ANSC,207,10,10,4,9,6,3,2,4,4,1,1,2,5,0,"Frey, Katherine L",2.85,B+,0.96,Frey
2021,Spring,ANSC,207,27,26,2,2,7,1,2,4,0,1,0,1,6,0,"Au, Wesley",3.35,A,0.75,Au
2021,Spring,ANTH,246,83,741,54,66,64,21,23,27,10,11,6,5,40,0,"Hughes, Cris E",3.57,A,0.64,Hughes
2021,Spring,ARTD,218,1,3,4,3,2,3,0,0,1,0,0,0,5,0,"Alvarez, Guido",2.56,B+,0.86,Alvarez
2021,Spring,ARTD,218,36,7,1,3,1,0,0,0,1,0,0,0,0,0,"Mercer, Lisa",3.88,A+,0.38,Mercer
2021,Spring,ARTD,299,17,2,1,0,1,0,0,1,0,0,0,0,0,0,"Robinson, Stacey",3.85,A+,0.46,Robinson
2021,Spring,ARTD,299,7,29,4,2,2,0,1,1,1,0,1,0,0,0,"Stirek, Lindsey L",3.72,A,0.66,Stirek
2021,Spring,ARTD,418,28,9,3,5,3,1,4,2,4,1,1,1,2,0,"Ruecker, Stanley",3.29,A,0.91,Ruecker
2021,Spring,ASTR,100,56,94,54,32,43,13,19,9,7,6,11,13,34,0,"Winans, Amanda",2.99,A-,0.94,Winans
2021,Spring,BADM,210,1,124,48,25,49,15,16,24,10,1,7,2,8,0,"Larson, Eric",3.21,A-,0.81,Larson
2021,Spring,BADM,211,0,104,14,6,4,1,1,0,1,2,0,0,0,0,"Ahsen, Mehmet E",3.82,A,0.46,Ahsen
2021,Spring,BADM,211,5,82,18,7,9,3,3,2,1,0,0,0,1,0,"Virudachalam, Vanitha",3.7,A,0.49,Virudachalam
2021,Spring,BADM,211,0,38,14,10,8,4,2,2,7,0,0,0,0,0,"Guggenheim, David R",3.43,A-,0.73,Guggenheim
2021,Spring,BADM,211,0,34,19,14,8,4,3,1,1,3,0,1,0,0,"Sachdev, Vishal",3.44,A-,0.72,Sachdev
2021,Spring,BADM,275,11,18,6,0,0,2,0,1,0,0,0,0,0,0,"Anand, Gopesh J",3.83,A,0.43,Anand
2021,Spring,BADM,275,18,18,6,3,0,0,0,0,0,1,0,0,0,0,"Baddam, Swathi Reddy",3.86,A,0.42,Baddam
2021,Spring,BADM,275,36,32,5,2,2,0,2,0,0,0,0,0,0,0,"Kwon, Hyok-Jon D",3.89,A,0.32,Kwon
2021,Spring,BADM,275,7,33,9,1,1,0,0,0,0,0,0,0,0,0,"Wang, Yixin",3.91,A,0.2,Wang
2021,Spring,BADM,275,28,32,6,5,0,0,1,1,1,1,0,0,0,0,"Han, Rongqing",3.81,A,0.51,Han
2021,Spring,BADM,300,116,42,13,15,3,1,1,2,1,0,1,0,4,0,"Wright, Margaret",3.77,A+,0.42,Wright
2021,Spring,BADM,310,0,178,71,38,37,17,14,13,5,0,7,3,6,0,"Gill, Shahbaz",3.42,A-,0.72,Gill
2021,Spring,BADM,311,14,19,23,22,24,7,3,0,1,0,0,0,0,0,"Yates, Miriam",3.44,B+,0.49,Yates
2021,Spring,BADM,312,1,11,12,6,2,1,2,1,3,0,0,0,2,0,"Love, E G",3.23,A-,0.7,Love
2021,Spring,BADM,312,8,7,6,7,12,4,0,0,0,0,0,0,0,0,"Kraatz, Matthew S",3.45,B+,0.47,Kraatz
2021,Spring,BADM,313,51,22,3,2,4,1,1,2,0,0,2,0,2,0,"Bruce, Joshua R",3.7,A+,0.6,Bruce
2021,Spring,BADM,314,19,30,7,4,1,3,0,0,0,0,0,0,0,0,"White, Judith B",3.84,A,0.34,White
2021,Spring,BADM,320,362,263,77,52,42,13,15,6,1,1,0,0,2,0,"Wolters, Mark E",3.8,A,0.42,Wolters
2021,Spring,BADM,322,0,91,16,5,0,2,0,0,0,0,0,0,0,0,"Kim, Myoung Hee",3.9,A,0.24,Kim
2021,Spring,BADM,323,0,44,0,0,52,0,0,5,0,0,0,0,0,0,"Shavitt, Sharon",3.39,B,0.58,Shavitt
2021,Spring,BADM,325,13,25,2,3,0,0,0,0,0,0,0,0,0,0,"Koo, Minkyung",3.94,A,0.18,Koo
2021,Spring,BADM,340,5,8,1,3,2,1,1,3,1,0,0,0,3,0,"Winter, Gretchen A",3.01,A-,0.82,Winter
2021,Spring,BADM,340,7,22,6,1,2,0,0,0,0,0,0,0,0,0,"Noonan, James R",3.88,A,0.26,Noonan
2021,Spring,BADM,340,0,64,0,2,3,1,0,3,0,1,0,0,0,0,"Barbeau, Aimee",3.81,A,0.55,Barbeau
2021,Spring,BADM,350,0,8,16,1,2,0,0,1,0,0,1,0,0,0,"Parthasarathy, Rangarajan",3.55,A-,0.63,Parthasarathy
2021,Spring,BADM,350,8,53,26,13,4,0,1,0,0,0,0,0,0,0,"Subramanyam, Ramanath",3.78,A,0.32,Subramanyam
2021,Spring,BADM,350,0,24,0,3,2,1,0,1,0,0,0,0,0,0,"Sachdev, Vishal",3.76,A,0.49,Sachdev
2021,Spring,BADM,351,75,24,5,11,4,5,0,0,0,0,0,0,0,0,"Mehta, Sameer",3.84,A+,0.35,Mehta
2021,Spring,BADM,352,23,82,19,29,21,5,2,2,0,0,0,0,0,0,"Garimella, Aravinda",3.67,A,0.46,Garimella
2021,Spring,BADM,353,26,47,23,7,3,5,5,7,4,0,0,0,0,0,"Haran, Vidya",3.58,A,0.68,Haran
2021,Spring,BADM,375,57,18,0,0,3,0,1,0,0,0,0,0,0,0,"Liang, Hongyan",3.94,A+,0.26,Liang
2021,Spring,BADM,380,0,48,3,4,3,4,2,1,0,0,1,0,1,0,"Martinez, Candace A",3.64,A,0.61,Martinez
2021,Spring,BADM,420,2,37,21,8,5,0,0,1,0,0,2,0,1,0,"Rindfleisch, Aric P",3.62,A,0.57,Rindfleisch
2021,Spring,BADM,449,3,49,23,17,15,3,1,1,1,0,0,0,0,0,"Kim, Min Jung",3.61,A-,0.48,Kim
2021,Spring,BADM,449,4,26,28,15,19,9,4,3,2,0,0,0,0,0,"Inoue, Carlos",3.39,A-,0.58,Inoue
2021,Spring,BADM,449,4,16,16,14,14,3,8,2,1,0,1,0,0,0,"Kim, June-Young",3.3,B+,0.65,Kim
2021,Spring,BADM,449,8,21,8,0,3,1,0,0,0,0,0,0,0,0,"Seo, Eunkwang",3.83,A,0.33,Seo
2021,Spring,BADM,449,23,43,6,1,1,3,1,0,0,0,0,0,0,0,"Sakhartov, Arkadiy V",3.88,A,0.34,Sakhartov
2021,Spring,BADM,508,729,197,53,24,28,12,6,3,4,1,0,1,5,0,"Loyd, Denise L",3.88,A+,0.34,Loyd
2021,Spring,BADM,509,125,441,184,89,60,22,19,10,4,1,0,0,17,0,"Bednar, Michael K",3.65,A,0.46,Bednar
2021,Spring,BADM,520,22,289,152,67,52,12,6,2,5,0,1,0,4,0,"Noel, Hayden N",3.66,A,0.44,Noel
2021,Spring,BADM,543,5,13,22,20,2,1,1,0,0,0,0,0,0,0,"Somaya, Deepak",3.6,A-,0.35,Somaya
2021,Spring,BADM,544,6,26,9,0,1,1,0,0,0,0,0,0,0,0,"Graebner, Melissa E",3.88,A,0.27,Graebner
2021,Spring,BADM,544,163,293,304,172,116,49,33,13,6,2,4,0,7,0,"Somaya, Deepak",3.54,A-,0.52,Somaya
2021,Spring,BADM,567,50,171,179,89,88,106,21,30,10,0,0,0,19,0,"Palekar, Udatta S",3.29,A-,0.61,Palekar
2021,Spring,BADM,572,42,309,139,70,146,28,32,6,2,8,2,1,15,1,"Taghaboni-Dutta, Fataneh",3.45,A-,0.59,Taghaboni-Dutta
2021,Spring,BADM,589,19,90,3,5,10,4,0,0,0,0,0,0,0,0,"Venkateswaran, Venkatasub",3.85,A,0.36,Venkateswaran
2021,Spring,BADM,589,3,71,15,9,14,3,2,0,0,0,2,0,5,0,"Taghaboni-Dutta, Fataneh",3.53,A,0.56,Taghaboni-Dutta
2021,Spring,BADM,590,0,44,0,0,1,0,0,1,0,0,0,0,0,0,"Keating, Kari H",3.93,A,0.32,Keating
2021,Spring,BADM,590,0,18,7,2,1,0,0,0,0,0,0,0,0,0,"Sethi, Simrun S",3.83,A,0.26,Sethi
2021,Spring,BADM,590,0,11,13,3,5,1,0,0,0,0,0,0,0,0,"Graebner, Melissa E",3.62,A-,0.38,Graebner
2021,Spring,BADM,590,5,1,9,2,1,3,0,0,0,0,0,0,0,0,"Bao, Ying",3.56,A-,0.44,Bao
2021,Spring,BADM,590,19,2,0,1,0,0,0,0,0,0,0,0,0,0,"Liang, Hongyan",3.97,A+,0.14,Liang
2021,Spring,BTW,250,0,9,3,0,1,0,2,0,1,0,2,0,3,0,"Gilmore, Shawn P",2.78,A-,1.06,Gilmore
2021,Spring,BTW,250,0,19,10,8,3,0,0,0,1,0,0,0,1,0,"Hudek, Barry A",3.57,A-,0.45,Hudek
2021,Spring,BTW,250,0,19,10,5,6,0,0,0,1,1,0,0,0,0,"McGuire, Lee",3.58,A-,0.59,McGuire
2021,Spring,BTW,250,0,21,0,0,1,0,0,0,0,0,0,0,0,0,"Claborn, John P",3.95,A,0.21,Claborn
2021,Spring,BTW,250,0,5,5,6,4,1,0,0,0,0,0,0,0,0,"Merrill, Andrew",3.48,B+,0.39,Merrill
2021,Spring,BTW,250,12,5,0,3,1,0,0,0,0,0,0,0,0,0,"Bales, Amanda M",3.86,A+,0.3,Bales
2021,Spring,BTW,250,4,18,8,6,4,1,0,0,0,0,1,0,1,0,"Hapke, Gail L",3.56,A,0.56,Hapke
2021,Spring,BUS,201,0,84,12,4,3,1,1,0,0,0,0,0,2,0,"Sanchez, Carmen J",3.81,A,0.3,Sanchez
2021,Spring,BUS,201,13,29,7,1,1,1,0,0,0,0,0,0,0,0,"Dahl, James G",3.9,A,0.26,Dahl
2021,Spring,BUS,201,0,135,16,7,3,0,1,0,0,1,0,0,2,0,"Keating, Kari H",3.85,A,0.31,Keating
2021,Spring,BUS,201,3,47,2,1,0,0,0,0,0,0,0,0,0,0,"Luckman, Elizabeth",3.97,A,0.11,Luckman
2021,Spring,CEE,300,1,5,7,5,10,12,12,7,1,0,1,2,1,0,"Henschen, Jacob D",2.72,B-,0.76,Henschen
2021,Spring,CEE,320,4,44,16,9,3,2,1,2,1,0,0,1,0,0,"Ignacio, Ernest-John D",3.66,A,0.6,Ignacio
2021,Spring,CEE,330,11,27,24,15,10,10,10,7,0,0,1,0,0,0,"Nguyen, Thanh H",3.35,A-,0.68,Nguyen
2021,Spring,CEE,420,1,21,20,23,13,15,5,3,2,2,1,0,0,0,"Liu, Liang Y",3.22,B+,0.67,Liu
2021,Spring,CHBE,494,3,5,4,5,9,3,1,0,0,0,0,0,0,0,"Peters, Baron G",3.36,B+,0.49,Peters
2021,Spring,CHEM,102,2,16,25,32,43,38,40,38,25,17,1,5,11,0,"Gunasekera, Mutha Merenna",2.52,B-,0.78,Gunasekera
2021,Spring,CHEM,102,9,14,15,17,24,23,26,28,25,25,19,20,38,0,"Marville, Kelly",1.98,C,0.98,Marville
2021,Spring,CHEM,104,26,87,69,53,58,28,30,38,38,34,20,6,9,0,"Ray, Christian R",2.84,B,0.98,Ray
2021,Spring,CHEM,104,6,55,39,52,58,37,31,25,29,16,4,9,7,0,"Andino Martinez, Jose G",2.81,B,0.88,Andino Martinez
2021,Spring,CHEM,199,46,316,11,0,5,1,0,0,0,0,3,1,0,0,"McCarren, Elise M",3.94,A,0.34,McCarren
2021,Spring,CHEM,232,33,82,61,50,85,50,36,43,21,20,16,5,4,0,"Axelson, Jordan C",2.94,B,0.89,Axelson
2021,Spring,CHEM,233,17,158,154,60,42,14,9,14,2,2,0,0,4,0,"Kell, David A",3.54,A-,0.52,Kell
2021,Spring,CHEM,442,0,3,2,3,5,5,0,1,2,0,0,0,3,0,"Jackson, Nicholas E",2.63,B,0.71,Jackson
2021,Spring,CHLH,101,36,60,33,17,23,7,4,9,3,3,1,1,1,0,"Fujimoto, Elinor M",3.47,A-,0.71,Fujimoto
2021,Spring,CHLH,101,8,28,25,10,9,3,4,4,1,1,2,0,1,0,"Bensken, Jeanine D",3.4,A-,0.72,Bensken
2021,Spring,CHLH,206,28,189,56,30,22,19,8,13,7,0,4,1,20,0,"Rinaldi-Miles, Anna I",3.4,A,0.68,Rinaldi-Miles
2021,Spring,CHLH,243,305,198,67,26,29,18,8,7,11,4,10,5,22,0,"Kersh, Renique",3.59,A,0.66,Kersh
2021,Spring,CHLH,250,0,32,0,0,5,0,0,0,0,0,0,0,0,0,"Melesse, Biniyam B",3.86,A,0.34,Melesse
2021,Spring,CHLH,260,37,65,20,2,7,2,1,2,2,0,1,0,1,0,"Mamaril, Cezar Brian C",3.75,A,0.52,Mamaril
2021,Spring,CHLH,304,15,16,6,6,0,2,1,1,1,2,0,1,3,0,"DiFilippo, Kristen N",3.35,A,0.81,DiFilippo
2021,Spring,CI,401,16,18,2,1,3,0,0,0,0,0,0,0,0,0,"Poetzel, Adam R",3.89,A,0.28,Poetzel
2021,Spring,CI,401,16,13,1,3,3,0,0,1,0,0,0,0,0,0,"Hale, Jon N",3.8,A,0.43,Hale
2021,Spring,CI,404,14,6,4,0,1,0,0,0,0,0,0,0,0,0,"Moermond, Veronica A",3.91,A+,0.22,Moermond
2021,Spring,CI,407,0,21,1,0,0,0,1,0,0,0,0,0,0,0,"Dean, Sheila R",3.91,A,0.34,Dean
2021,Spring,CI,415,9,15,2,0,0,1,0,0,0,0,0,0,0,0,"Lomax, Khalila",3.93,A,0.26,Lomax
2021,Spring,CI,415,0,7,9,6,2,1,0,0,0,0,0,0,0,0,"Gonzalez, Monica",3.59,A-,0.36,Gonzalez
2021,Spring,CI,432,20,25,3,1,2,0,0,0,0,0,0,0,0,0,"Poetzel, Adam R",3.93,A,0.22,Poetzel
2021,Spring,CI,451,0,15,13,0,2,0,0,0,0,0,0,0,0,0,"Dean, Sheila R",3.79,A,0.26,Dean
2021,Spring,CI,475,5,16,3,2,1,0,0,1,0,0,0,0,0,0,"Nam, Yoon Jin",3.81,A,0.43,Nam
2021,Spring,CI,475,3,19,4,2,0,2,0,1,0,0,0,0,0,0,"Sinha, Shuchi",3.76,A,0.48,Sinha
2021,Spring,CI,475,0,37,12,5,3,0,0,0,0,0,0,0,0,0,"MacGregor, Nancy A",3.82,A,0.29,MacGregor
2021,Spring,CLCV,115,14,7,3,1,2,0,1,0,0,1,0,1,0,0,"Fenton, Vaughn H",3.62,A,0.81,Fenton
2021,Spring,CLCV,115,19,31,0,0,3,0,0,2,0,0,0,0,5,0,"White, Hunter R",3.55,A,0.51,White
2021,Spring,CLCV,115,9,50,0,0,10,1,0,9,0,1,2,2,8,0,"Rahat, Guy",3.17,A,0.93,Rahat
2021,Spring,CLCV,115,1,50,0,3,2,0,0,2,0,0,1,0,1,0,"Karnes, Victoria A",3.75,A,0.56,Karnes
2021,Spring,CLCV,115,8,10,6,2,2,0,0,1,0,1,1,0,0,0,"Furner, Jeremy W",3.58,A,0.77,Furner
2021,Spring,CLCV,115,23,45,1,3,9,0,0,4,0,0,1,0,5,0,"Redding, Austin L",3.53,A,0.61,Redding
2021,Spring,CLCV,115,0,8,15,10,7,2,3,0,0,1,1,0,6,0,"Frank, Emma",2.94,B+,0.7,Frank
