Years,Term,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Average GPA,Median Grade,Standard Deviation,Instructor Last Name
2021,Spring,CLCV,224,30,88,1,0,4,0,0,2,0,0,0,0,0,0,"Scheele, Genevieve V",3.93,A,0.3,Scheele
2021,Spring,CLCV,224,0,27,1,0,0,0,0,2,0,0,0,0,1,0,"Rudman, Nicholas A",3.73,A,0.51,Rudman
2021,Spring,CLCV,224,5,16,1,0,4,0,1,2,0,0,0,0,0,0,"Smith, Allen",3.66,A,0.63,Smith
2021,Spring,CLCV,224,16,55,1,0,9,0,2,1,0,0,0,0,1,0,"Oliveira, Marcella",3.78,A,0.44,Oliveira
2021,Spring,CLCV,224,0,27,1,0,2,0,0,1,0,0,0,0,0,0,"Neis, Jacob",3.86,A,0.42,Neis
2021,Spring,CMN,212,5,16,3,2,14,4,0,6,2,1,1,0,3,0,"Johnson, Lauren P",3.02,B,0.83,Johnson
2021,Spring,CMN,212,4,15,7,3,7,7,4,4,0,0,1,4,3,0,"Ruge-Jones, Luisa",2.92,B,0.97,Ruge-Jones
2021,Spring,CMN,213,13,15,10,9,6,5,1,0,0,0,0,0,0,0,"Macswain, Chandler J",3.6,A-,0.47,Macswain
2021,Spring,CMN,220,0,34,4,1,0,3,0,0,0,0,0,0,0,0,"Rodriguez, Emily M",3.86,A,0.36,Rodriguez
2021,Spring,CMN,232,0,22,10,6,5,9,0,1,0,0,1,0,2,0,"Wilson, Samuel R",3.33,A-,0.64,Wilson
2021,Spring,CMN,260,1,15,13,5,7,5,2,4,0,1,1,2,3,0,"Liao, Danni",3.03,B+,0.87,Liao
2021,Spring,CMN,260,1,5,4,4,11,9,2,5,3,2,2,1,5,0,"Kelpinski, Lindsay F",2.48,B-,0.85,Kelpinski
2021,Spring,CMN,336,39,11,2,0,3,1,0,0,1,0,2,0,1,0,"Ramey, Mary E",3.71,A+,0.65,Ramey
2021,Spring,CMN,340,15,12,4,11,3,0,3,1,1,0,0,1,2,0,"Bacon, Eli T",3.39,A,0.71,Bacon
2021,Spring,CMN,340,3,8,7,3,6,0,0,0,0,0,1,0,0,0,"Tscholl, Gabriela",3.52,A-,0.62,Tscholl
2021,Spring,CMN,345,0,40,12,6,6,2,1,2,1,0,0,0,0,0,"Bigsby, Elisabeth",3.65,A,0.55,Bigsby
2021,Spring,CMN,396,4,7,7,2,4,3,2,3,0,0,1,1,1,0,"Van Duyn, Emily E",3.11,A-,0.88,Van Duyn
2021,Spring,CMN,396,1,8,3,2,2,0,0,2,4,0,1,2,3,0,"Murphy, John M",2.6,B+,1.14,Murphy
2021,Spring,CMN,396,6,3,7,6,10,8,9,1,3,3,2,3,2,0,"Wright-Dixon, Trina J",2.68,B,0.93,Wright-Dixon
2021,Spring,CMN,432,36,32,0,2,1,0,1,0,0,0,0,0,0,0,"Huff, Billy",3.94,A+,0.25,Huff
2021,Spring,CMN,462,0,28,10,3,2,2,2,0,5,1,0,0,4,0,"Thompson, Charee M",3.23,A-,0.8,Thompson
2021,Spring,CS,105,47,177,78,70,79,30,41,45,31,14,11,6,18,0,"Zilles, Craig",3.1,B+,0.87,Zilles
2021,Spring,CS,173,23,86,74,53,42,23,23,14,7,5,4,3,3,0,"Fleck, Margaret M",3.27,A-,0.75,Fleck
2021,Spring,CS,173,4,61,52,59,29,27,23,22,15,11,14,6,5,0,"Cosman, Benjamin L",2.93,B+,0.92,Cosman
2021,Spring,CS,173,4,10,8,10,7,3,5,5,3,2,2,2,4,0,"Parthasarathy, Madhusudan",2.77,B,0.94,Parthasarathy
2021,Spring,CS,233,139,146,13,4,32,2,2,22,3,4,9,0,12,0,"Herman, Geoffrey L",3.53,A,0.75,Herman
2021,Spring,CS,374,9,17,22,18,20,17,26,21,12,9,3,6,2,0,"Kani, Nickvash",2.7,B-,0.91,Kani
2021,Spring,CS,411,66,147,62,48,23,19,11,12,10,4,3,1,6,0,"Alawini, Abdussalam A",3.48,A,0.69,Alawini
2021,Spring,CS,412,45,35,20,14,6,4,4,3,1,0,4,0,7,0,"Banerjee, Arindam",3.42,A,0.69,Banerjee
2021,Spring,CS,418,11,39,19,21,13,8,5,5,6,1,11,0,4,0,"Shaffer, Eric G",3.11,B+,0.92,Shaffer
2021,Spring,CS,421,113,105,0,27,12,0,17,5,0,44,5,0,9,0,"Beckman, Mattox A",3.3,A,0.99,Beckman
2021,Spring,CS,445,16,46,17,8,7,3,0,0,4,0,1,1,4,0,"Hoiem, Derek W",3.5,A,0.67,Hoiem
2021,Spring,CS,446,3,24,26,13,5,7,3,2,1,1,0,0,2,0,"Schwing, Alexander G",3.38,A-,0.6,Schwing
2021,Spring,CS,465,1,30,14,19,23,3,4,3,0,0,0,0,1,0,"Bailey, Brian P",3.38,B+,0.54,Bailey
2021,Spring,CS,473,4,16,6,9,12,5,5,4,1,1,1,0,0,0,"Mehta, Ruta",3.2,B+,0.75,Mehta
2021,Spring,CS,484,2,73,11,2,8,2,1,1,0,0,3,0,3,0,"Rauchwerger, Lawrence",3.62,A,0.62,Rauchwerger
2021,Spring,CS,498,20,129,29,27,38,2,5,10,4,1,6,0,3,0,"Farivar, Reza",3.49,A,0.7,Farivar
2021,Spring,CS,498,5,8,3,1,0,3,0,0,0,0,0,0,2,0,"Hauser, Kris",3.38,A,0.55,Hauser
2021,Spring,CS,498,37,99,2,3,10,4,0,6,1,1,2,1,1,0,"Lazebnik, Svetlana",3.71,A,0.66,Lazebnik
2021,Spring,CS,498,1,7,4,4,3,3,4,2,1,0,2,0,0,0,"Iyer, Ravishankar K",3.03,B+,0.88,Iyer
2021,Spring,CS,498,3,15,0,3,1,0,0,2,0,0,0,0,0,0,"Li, Bo",3.71,A,0.59,Li
2021,Spring,CS,498,41,39,5,3,3,0,0,1,0,0,4,0,3,0,"Caesar, Matthew C",3.67,A,0.65,Caesar
2021,Spring,CS,498,12,17,2,6,5,2,0,2,0,0,0,0,0,0,"Jiang, Nan",3.64,A,0.54,Jiang
2021,Spring,CS,498,6,26,11,5,1,0,0,1,0,0,0,0,0,0,"Sundaram, Hari",3.8,A,0.36,Sundaram
2021,Spring,CS,498,19,280,20,5,2,3,2,3,4,0,2,0,7,0,"Morales Aguirre, Marco An",3.8,A,0.44,Morales Aguirre
2021,Spring,CS,498,12,25,4,0,0,3,0,4,2,0,0,0,0,0,"Smaragdis, Paris",3.64,A,0.72,Smaragdis
2021,Spring,CS,525,7,18,21,25,4,2,0,0,0,0,0,0,0,0,"Gupta, Indranil",3.61,A-,0.34,Gupta
2021,Spring,CS,598,50,145,54,20,6,3,3,1,0,0,0,0,3,0,"Sun, Jimeng",3.79,A,0.33,Sun
2021,Spring,CS,598,8,29,6,9,7,1,1,6,0,4,2,0,1,0,"Park, Trevor H",3.31,A,0.88,Park
2021,Spring,CS,598,0,54,10,4,7,2,0,3,0,0,0,0,0,0,"Liang, Feng",3.73,A,0.49,Liang
2021,Spring,CS,598,13,2,0,4,1,1,1,3,0,0,0,0,1,0,"Koyejo, Oluwasanmi O",3.36,A+,0.72,Koyejo
2021,Spring,CS,598,6,21,1,1,0,0,0,0,0,0,0,0,0,0,"Kumar, Ranjitha",3.97,A,0.13,Kumar
2021,Spring,CW,100,15,0,2,1,1,0,0,1,0,0,0,0,1,0,"Bales, Amanda M",3.6,A+,0.51,Bales
2021,Spring,CWL,242,5,9,0,1,2,0,0,0,0,0,2,0,2,0,"Francisco, Meredith",3.21,A,0.94,Francisco
2021,Spring,CWL,242,8,16,8,3,3,2,1,0,0,1,2,1,2,0,"Chitwood, Sarah E",3.32,A,0.87,Chitwood
2021,Spring,DANC,100,17,13,4,3,0,3,0,1,1,0,0,0,3,0,"Anderson, Maria C",3.47,A,0.6,Anderson
2021,Spring,DANC,100,24,8,2,4,2,4,0,2,0,0,1,0,2,0,"Ford, Mary K",3.48,A,0.68,Ford
2021,Spring,DANC,100,37,24,9,2,4,3,2,1,3,0,2,2,1,0,"Beck, Kenneth D",3.54,A,0.83,Beck
2021,Spring,DANC,100,0,34,4,1,1,1,0,0,1,0,1,0,5,0,"Clay, Jaylen D",3.38,A,0.69,Clay
2021,Spring,ECE,110,2,22,19,20,16,8,5,7,2,0,1,0,1,0,"Gilbert, Matthew",3.22,B+,0.67,Gilbert
2021,Spring,ECE,110,5,67,26,15,14,6,7,4,1,1,0,0,0,0,"Schmitz, Christopher",3.55,A-,0.6,Schmitz
2021,Spring,ECE,110,1,10,10,8,7,4,5,2,4,0,1,1,2,0,"Fang, Kejie",2.96,B+,0.83,Fang
2021,Spring,ECE,120,5,14,6,6,7,1,1,2,0,1,1,1,0,0,"Borisov, Nikita",3.36,A-,0.84,Borisov
2021,Spring,ECE,120,11,15,6,3,9,3,3,3,1,2,3,0,6,0,"Bhowmik, Ujjal K",2.94,B+,0.92,Bhowmik
2021,Spring,ECE,206,10,5,2,1,0,1,0,2,1,0,1,0,1,0,"Link, Steffen P",3.33,A,0.89,Link
2021,Spring,ECE,206,16,4,3,0,1,0,0,0,0,1,1,0,2,0,"Lee, Kiwook",3.44,A+,0.78,Lee
2021,Spring,ECE,210,4,6,3,14,15,9,9,9,5,7,5,4,2,0,"Han, Aiguo",2.51,B-,0.93,Han
2021,Spring,ECE,210,5,4,3,9,5,7,5,6,3,6,1,2,3,0,"Schuh, Jonathon K",2.54,B-,0.94,Schuh
2021,Spring,ECE,210,2,1,1,7,7,4,8,1,0,3,2,0,1,0,"Mironenko, Olga",2.63,B-,0.78,Mironenko
2021,Spring,ECE,220,4,17,7,4,6,7,5,4,2,3,3,0,4,0,"Mitra, Sayan",2.87,B,0.93,Mitra
2021,Spring,ECE,220,15,38,20,15,12,9,6,4,2,2,2,6,2,0,"Chen, Yuting W",3.23,A-,0.91,Chen
2021,Spring,ECE,220,0,6,4,4,3,2,2,6,1,2,0,2,1,0,"Bhowmik, Ujjal K",2.69,B,0.99,Bhowmik
2021,Spring,ECE,310,6,10,3,3,14,6,6,3,1,2,0,0,2,0,"Shomorony, Ilan",2.99,B,0.75,Shomorony
2021,Spring,ECE,310,7,16,6,9,9,9,4,9,8,1,1,0,3,0,"Katselis, Dimitrios",2.9,B,0.86,Katselis
2021,Spring,ECE,311,34,29,13,6,5,3,0,2,1,0,0,0,3,0,"Shanbhag, Naresh R",3.63,A,0.49,Shanbhag
2021,Spring,ECE,313,5,3,8,10,39,4,4,6,1,0,1,0,1,0,"Varshney, Lav R",3.0,B,0.57,Varshney
2021,Spring,ECE,313,1,11,5,6,22,12,5,6,0,1,1,0,1,0,"Chen, Xu",2.96,B,0.66,Chen
2021,Spring,ECE,316,15,28,10,6,5,0,1,0,0,0,0,0,0,0,"Hillmer, Philip M",3.78,A,0.36,Hillmer
2021,Spring,ECE,329,2,2,0,2,2,5,2,1,2,0,1,1,1,0,"Chen, Yun-Sheng",2.56,B-,0.92,Chen
2021,Spring,ECE,329,4,5,2,2,3,0,5,1,1,1,0,0,0,0,"Shao, Yang V",3.15,B+,0.85,Shao
2021,Spring,ECE,330,3,7,4,4,1,5,2,0,0,3,0,0,0,0,"Schuh, Jonathon K",3.21,B+,0.85,Schuh
2021,Spring,ECE,340,2,8,2,2,6,5,4,6,6,0,4,0,3,0,"Dallesasse, John M",2.51,B-,0.94,Dallesasse
2021,Spring,ECE,365,18,64,21,10,9,8,2,3,3,0,1,0,3,0,"Veeravalli, Venugopal V",3.55,A,0.61,Veeravalli
2021,Spring,ECE,391,5,29,8,7,3,2,1,0,0,1,0,0,2,0,"Lumetta, Steven S",3.56,A,0.53,Lumetta
2021,Spring,ECE,498,3,8,9,3,4,1,2,2,2,1,1,1,1,0,"Chen, Deming",3.07,A-,0.94,Chen
2021,Spring,ECON,102,22,24,11,9,12,3,3,5,0,0,0,0,1,0,"Chen, Youning",3.5,A,0.6,Chen
2021,Spring,ECON,102,10,16,4,4,2,3,2,2,0,2,0,0,0,0,"Constantinou, Evangelos",3.5,A,0.76,Constantinou
2021,Spring,ECON,102,16,20,9,5,12,0,3,1,2,0,0,0,0,0,"Hardiman, Allen",3.56,A,0.61,Hardiman
2021,Spring,ECON,102,20,28,15,13,10,4,2,6,0,0,0,0,0,0,"Dee, Ethan A",3.55,A-,0.59,Dee
2021,Spring,ECON,102,19,19,16,9,6,1,1,2,0,0,0,0,0,0,"Bao, Di",3.67,A,0.47,Bao
2021,Spring,ECON,102,24,25,18,17,10,7,5,3,0,1,0,1,0,0,"Shaat, Dana",3.49,A-,0.65,Shaat
2021,Spring,ECON,102,16,27,10,10,8,4,2,2,1,3,0,0,2,0,"Yu, Yueyuan",3.42,A,0.7,Yu
2021,Spring,ECON,102,23,36,13,15,7,10,8,3,1,0,0,0,0,0,"Mockus, Domininkas",3.51,A,0.62,Mockus
2021,Spring,ECON,102,23,34,17,12,12,13,3,0,0,1,0,0,0,0,"Velentzas, Theodoros",3.56,A-,0.56,Velentzas
2021,Spring,ECON,102,29,39,23,10,5,5,1,1,3,0,0,0,0,0,"Gillis, Monica",3.68,A,0.53,Gillis
2021,Spring,ECON,103,5,22,20,10,9,5,4,1,2,0,2,0,5,0,"Morais Santos, Italo",3.2,A-,0.71,Morais Santos
2021,Spring,ECON,103,18,60,30,12,11,5,5,7,2,1,1,2,3,0,"Violaris, Andreas Entony",3.45,A-,0.73,Violaris
2021,Spring,ECON,103,19,71,36,8,11,5,5,2,3,1,1,0,7,0,"Yang, Bei",3.48,A,0.61,Yang
2021,Spring,ECON,103,13,66,39,17,13,7,3,4,1,1,2,1,3,0,"Arvind, Aditi",3.49,A-,0.65,Arvind
2021,Spring,ECON,103,5,9,3,4,0,0,0,0,0,0,0,0,0,0,"Parente, Stephen L",3.83,A,0.27,Parente
2021,Spring,ECON,103,6,53,17,10,16,3,6,2,0,2,1,0,1,0,"Liu, Yiqiu",3.5,A,0.65,Liu
2021,Spring,ECON,103,18,72,30,15,13,4,3,2,1,1,3,1,3,0,"Sun, Zhendong",3.54,A,0.66,Sun
2021,Spring,ECON,103,2,16,2,4,4,2,1,2,2,0,1,0,2,0,"Rodrigues Silva, Daniel",3.18,A-,0.83,Rodrigues Silva
2021,Spring,ECON,103,3,35,18,8,6,4,3,3,2,0,0,0,3,0,"Ding, Chen",3.41,A-,0.63,Ding
2021,Spring,ECON,103,19,79,34,12,7,6,2,5,0,0,3,0,4,0,"Yedomiffi, Mahounan Patri",3.58,A,0.6,Yedomiffi
2021,Spring,ECON,103,6,17,9,4,5,2,0,0,0,1,0,0,0,0,"Adohinzin, Wilfried Doria",3.64,A,0.54,Adohinzin
2021,Spring,ECON,202,4,15,0,1,1,0,3,7,1,1,1,1,2,0,"Bhardwaj, Sakshi",2.92,A,1.07,Bhardwaj
2021,Spring,ECON,202,2,10,0,1,4,1,1,2,0,0,3,1,5,0,"Kim, Hee Jin",2.53,B,1.13,Kim
2021,Spring,ECON,202,3,6,3,2,7,1,0,4,0,2,4,1,4,0,"Stocker, Abigail J",2.5,B,1.09,Stocker
2021,Spring,ECON,203,2,26,8,8,9,5,5,1,1,1,2,0,4,0,"Gualavisi Diaz, Melany A",3.15,A-,0.78,Gualavisi Diaz
2021,Spring,ECON,203,0,6,10,7,12,5,10,8,2,4,1,1,3,0,"Ghosh, Anomita",2.65,B,0.82,Ghosh
2021,Spring,ECON,203,0,2,3,2,6,4,2,1,0,0,0,0,3,0,"Martinez Garcia, Humberto",2.65,B,0.63,Martinez Garcia
2021,Spring,ECON,203,4,27,16,15,14,8,5,10,3,4,2,1,6,0,"Shao, Dongning",2.96,B+,0.86,Shao
2021,Spring,ECON,203,4,3,2,6,5,3,0,2,1,2,1,1,3,0,"Ranjan, Alok",2.68,B,0.95,Ranjan
2021,Spring,ECON,302,30,46,31,21,26,10,6,4,0,1,0,0,1,0,"Melara Adames, Thiago",3.5,A-,0.56,Melara Adames
2021,Spring,ECON,302,3,4,0,3,3,4,1,3,2,5,2,0,1,0,"Romero, Maria N",2.52,B-,1.02,Romero
2021,Spring,ECON,302,26,36,18,10,11,3,2,1,0,2,0,0,5,0,"Wang, Cihang",3.49,A,0.56,Wang
2021,Spring,ECON,302,11,4,6,8,8,4,7,8,7,2,4,2,11,0,"Kim, Sarah J",2.38,B-,0.99,Kim
2021,Spring,ECON,303,13,16,12,18,13,8,9,5,2,0,0,0,1,0,"Yue, Yang",3.24,B+,0.66,Yue
2021,Spring,ECON,303,7,15,9,10,7,17,11,7,0,3,0,1,3,0,"Okada Da Silva, Vinicius",2.94,B,0.79,Okada Da Silva
2021,Spring,ECON,414,6,11,1,5,5,1,2,0,0,0,0,0,1,0,"Batista Guerra, Marcelino",3.46,A,0.54,Batista Guerra
2021,Spring,ECON,418,4,4,5,3,4,2,5,4,3,4,0,0,0,0,"Marques de Amor, Guilherm",2.83,B,0.92,Marques de Amor
2021,Spring,ECON,426,6,7,4,6,7,11,2,5,1,0,0,0,2,0,"Zhao, Rui",3.01,B,0.69,Zhao
2021,Spring,ECON,440,0,60,21,4,4,4,0,2,2,0,0,0,2,0,"Borgschulte, Mark",3.64,A,0.52,Borgschulte
2021,Spring,ECON,471,7,17,9,10,7,5,14,10,7,4,10,3,4,0,"Arvin-Rad, Hassan",2.6,B-,1.05,Arvin-Rad
2021,Spring,ECON,490,11,9,0,0,0,1,0,0,0,0,0,0,0,0,"Ghosh, Priyasmita",3.94,A+,0.28,Ghosh
2021,Spring,ECON,490,7,15,8,2,6,1,3,5,0,1,2,0,3,0,"Howard, Gregory L",3.11,A-,0.87,Howard
2021,Spring,ECON,490,4,9,8,4,6,1,2,1,1,0,2,0,3,0,"Wade, John Julian P",3.07,A-,0.82,Wade
2021,Spring,ECON,490,3,8,6,11,2,0,0,0,0,0,0,0,0,0,"Zare, Meysam",3.62,A-,0.33,Zare
2021,Spring,ECON,490,3,18,9,3,4,3,1,1,4,3,1,1,0,0,"Armendariz Buau, Ramses Y",3.21,A-,0.99,Armendariz Buau
2021,Spring,ECON,528,98,501,167,103,74,22,10,14,7,2,0,0,21,1,"DeBrock, Lawrence M",3.63,A,0.48,DeBrock
2021,Spring,ECON,529,152,534,156,91,65,23,18,6,3,1,0,0,3,0,"Esfahani, Hadi S",3.74,A,0.43,Esfahani
2021,Spring,EDUC,201,26,102,15,8,6,2,1,0,1,0,0,0,3,0,"Mason, Terrence C",3.79,A,0.35,Mason
2021,Spring,EDUC,202,52,81,17,13,12,2,2,2,2,1,0,1,2,0,"Gonzalez, Monica",3.71,A,0.54,Gonzalez
2021,Spring,ENGL,104,0,22,0,0,1,1,0,1,0,0,0,0,0,0,"Kimutis, Patrick",3.83,A,0.49,Kimutis
2021,Spring,ENGL,104,0,8,8,3,0,2,0,0,0,0,0,0,1,0,"Morris, David",3.49,A-,0.41,Morris
2021,Spring,ENGL,104,1,8,6,3,1,1,0,0,1,0,0,0,0,0,"Basu, Anustup",3.59,A-,0.56,Basu
2021,Spring,ENGL,104,3,12,2,1,1,0,0,0,0,0,0,1,1,0,"Coby, Laura M",3.54,A,0.75,Coby
2021,Spring,ENGL,109,0,18,1,1,0,0,0,0,0,0,0,0,2,0,"Palatin, Danielle R",3.59,A,0.38,Palatin
2021,Spring,ENGL,350,1,13,3,2,2,0,0,0,0,0,0,0,0,0,"Prendergast, Catherine J",3.79,A,0.33,Prendergast
2021,Spring,ENGL,350,3,5,8,5,0,0,1,0,0,0,0,0,0,0,"Mahaffey, Vicki",3.65,A-,0.38,Mahaffey
2021,Spring,EPS,590,0,26,0,0,1,0,0,0,0,0,0,0,0,0,"Lindgren, Samantha A",3.96,A,0.19,Lindgren
2021,Spring,EPSY,220,0,18,1,0,1,0,1,0,0,0,0,0,0,0,"Heimpel, Nicholas F",3.86,A,0.41,Heimpel
2021,Spring,EPSY,220,21,2,0,0,0,0,0,0,0,0,0,0,2,0,"McCall, Giavanna S",3.68,A+,0.31,McCall
2021,Spring,EPSY,480,1,9,6,4,0,2,1,1,1,0,1,0,0,0,"Chen, Dandan",3.37,A-,0.81,Chen
2021,Spring,FIN,221,3,75,21,13,22,2,0,5,1,0,3,0,0,0,"Yang, Jeyul",3.57,A,0.64,Yang
2021,Spring,FIN,221,0,71,25,13,29,4,0,4,0,0,3,0,0,0,"Han, Weitong",3.54,A-,0.61,Han
2021,Spring,FIN,221,1,38,9,12,11,3,1,1,0,0,1,0,1,0,"Kamble, Vaibhav K",3.53,A,0.56,Kamble
2021,Spring,FIN,221,0,65,15,7,12,4,2,2,2,0,2,0,2,0,"Zheng, Yongjian",3.53,A,0.66,Zheng
2021,Spring,FIN,221,4,178,41,35,53,10,13,15,1,3,4,0,4,0,"Dyer, Michael A",3.46,A,0.67,Dyer
2021,Spring,FIN,300,12,5,4,2,4,7,0,4,4,4,5,2,1,0,"Spencer, Xiangyi X",2.71,B,1.14,Spencer
2021,Spring,FIN,300,15,3,5,6,7,2,2,6,9,5,6,0,2,0,"Peters, Stephen R",2.66,B,1.07,Peters
2021,Spring,FIN,321,2,17,7,5,6,3,2,2,1,0,0,0,0,0,"Fonseca, Julia",3.44,A-,0.65,Fonseca
2021,Spring,FIN,321,3,49,30,29,0,0,0,0,0,0,0,0,0,0,"Wu, Yufeng",3.74,A-,0.28,Wu
2021,Spring,FIN,411,6,13,12,15,14,9,9,3,2,0,2,0,0,0,"Ye, Mao",3.16,B+,0.72,Ye
2021,Spring,FIN,412,1,15,6,8,9,6,1,4,0,1,2,1,2,0,"Peterson, Paul E",3.04,B+,0.85,Peterson
2021,Spring,FIN,423,0,71,22,12,5,0,0,0,0,0,0,0,0,0,"Krueger, George J",3.82,A,0.29,Krueger
2021,Spring,FIN,511,25,248,69,50,67,4,5,2,0,0,0,0,3,0,"Weisbenner, Scott J",3.68,A,0.42,Weisbenner
2021,Spring,FIN,511,0,11,8,6,4,2,0,0,0,0,0,0,0,0,"Silva, Dejanir",3.57,A-,0.42,Silva
2021,Spring,FIN,580,9,16,17,13,2,5,2,0,0,0,0,0,0,0,"Gao, Xing",3.59,A-,0.46,Gao
2021,Spring,FIN,580,25,115,126,132,154,75,46,23,0,0,0,0,1,0,"Almeida, Heitor",3.27,B+,0.55,Almeida
2021,Spring,FSHN,120,21,481,0,0,188,0,0,55,0,0,16,0,11,0,"Burkhalter, Toni M",3.49,A,0.72,Burkhalter
2021,Spring,FSHN,482,10,26,4,4,1,0,0,0,0,0,0,0,0,0,"Lee, Youngsoo",3.89,A,0.24,Lee
2021,Spring,GEOL,107,27,31,14,14,15,8,11,16,2,2,8,0,1,0,"Long, Ann D",3.14,B+,0.92,Long
2021,Spring,GER,251,14,62,9,5,2,5,0,0,0,0,0,0,0,0,"Guo, Lujun",3.85,A,0.35,Guo
2021,Spring,GER,251,8,63,10,5,5,0,2,1,2,0,0,0,3,0,"Jin, Pu",3.66,A,0.5,Jin
2021,Spring,GLBL,100,23,8,1,2,1,1,1,1,1,1,0,1,7,0,"Gonzalez, Daniel A",3.08,A,0.91,Gonzalez
2021,Spring,GLBL,100,12,11,2,0,1,0,0,0,3,0,0,0,0,0,"Schrag, David M",3.7,A,0.72,Schrag
2021,Spring,GLBL,100,2,5,4,2,2,1,0,1,0,0,2,0,2,0,"Bralower, Alyssa R",2.95,A-,0.94,Bralower
2021,Spring,GS,102,12,7,4,4,1,0,0,0,0,0,0,1,1,0,"Singh, Gabriele N",3.59,A,0.64,Singh
2021,Spring,GS,102,0,11,2,1,1,1,0,1,0,0,1,2,6,0,"Williams, Melissa",2.49,A-,1.21,Williams
2021,Spring,GS,102,13,2,4,4,2,1,0,1,2,0,1,0,1,0,"Gutwein, Calen A",3.32,A-,0.82,Gutwein
2021,Spring,GS,198,6,17,3,0,0,0,1,0,0,0,0,0,0,0,"Smothers, Sarah A",3.9,A,0.33,Smothers
2021,Spring,GS,198,15,16,0,1,0,1,0,0,0,0,1,0,0,0,"Sandler, Chaya S",3.85,A,0.56,Sandler
2021,Spring,GS,199,0,6,2,1,1,0,1,2,0,0,1,0,10,0,"Holterman, Christopher J",1.88,C,1.25,Holterman
2021,Spring,GWS,100,7,19,5,1,5,4,1,0,2,0,0,0,3,0,"Grogan, Erin E",3.34,A,0.67,Grogan
2021,Spring,GWS,202,14,19,3,3,3,0,1,0,0,0,1,0,2,0,"Delanthamajalu, Shwetha",3.59,A,0.57,Delanthamajalu
2021,Spring,GWS,202,20,12,1,4,2,2,3,0,0,0,1,0,2,0,"Gargiulo, Megan E",3.5,A,0.66,Gargiulo
2021,Spring,HDFS,105,21,9,1,2,1,1,1,1,1,1,0,0,2,0,"Theisen, Jaclyn C",3.5,A+,0.7,Theisen
2021,Spring,HDFS,105,36,9,0,5,1,2,0,1,0,2,1,0,0,0,"Yao, Linlin",3.7,A+,0.71,Yao
2021,Spring,HDFS,120,0,24,0,0,10,0,0,6,0,0,2,0,3,0,"Hughes, Robert",3.11,A,0.89,Hughes
2021,Spring,HIST,100,5,4,9,10,5,6,1,0,0,1,0,0,4,0,"Vostriakova, Elizaveta",3.04,B+,0.61,Vostriakova
2021,Spring,HIST,100,2,3,10,7,0,0,1,0,1,0,0,0,0,0,"Khudzik, Stanislav",3.5,A-,0.52,Khudzik
2021,Spring,HIST,100,2,20,9,9,1,2,1,0,0,0,0,0,1,0,"Mandala, Ruth V",3.59,A-,0.42,Mandala
2021,Spring,HIST,171,0,1,5,2,3,0,1,4,1,1,1,1,6,0,"Freund Carter, Heather E",2.04,C,1.02,Freund Carter
2021,Spring,HIST,171,29,11,5,3,2,2,2,4,1,0,0,0,7,0,"Ruiz, Michael J",3.24,A,0.73,Ruiz
2021,Spring,HIST,171,8,26,12,5,7,4,0,1,1,1,0,0,4,0,"Toups, Eric J",3.38,A-,0.62,Toups
2021,Spring,HIST,172,6,16,9,3,4,1,0,1,1,1,1,1,3,0,"Bradley, Michael I",3.24,A-,0.85,Bradley
2021,Spring,HIST,172,4,5,5,2,3,1,1,0,1,0,0,1,0,0,"Barrett, Marsha E",3.36,A-,0.84,Barrett
2021,Spring,HIST,172,8,21,17,2,7,3,0,2,3,1,0,1,5,0,"Kelley, Kurtis J",3.22,A-,0.78,Kelley
2021,Spring,HRD,472,90,1,0,3,1,0,0,0,1,0,0,0,19,0,"Huang, Wen-Hao",3.29,A+,0.65,Huang
2021,Spring,IB,150,68,143,61,54,72,36,19,25,11,5,6,3,8,0,"Clegg, Benjamin F",3.3,A-,0.76,Clegg
2021,Spring,IB,151,7,55,25,15,28,6,6,10,2,3,0,0,2,0,"Cameron, Sydney A",3.34,A-,0.7,Cameron
2021,Spring,IE,300,0,12,14,3,10,6,6,6,8,3,4,2,3,0,"Vogiatzis, Chrysafis",2.65,B,0.98,Vogiatzis
2021,Spring,IHLT,375,19,31,9,2,0,0,2,0,1,0,0,0,1,0,"DiFilippo, Kristen N",3.78,A,0.42,DiFilippo
2021,Spring,IHLT,474,0,19,0,0,3,0,0,0,0,0,0,0,0,0,"DiFilippo, Kristen N",3.86,A,0.34,DiFilippo
2021,Spring,INFO,490,0,118,8,10,8,10,1,3,1,1,0,1,11,0,"Haberman, Michael",3.47,A,0.62,Haberman
2021,Spring,IS,505,27,4,0,1,0,0,0,0,0,0,0,0,0,0,"Choi, Inkyung",3.98,A+,0.12,Choi
2021,Spring,IS,505,0,30,0,0,1,0,0,0,0,0,0,0,0,0,"MacMullen, Thomas C",3.97,A,0.18,MacMullen
2021,Spring,IS,582,0,25,0,0,0,0,0,0,0,0,0,0,1,0,"Holba Puacz, Jeanne T",3.85,A,0.15,Holba Puacz
2021,Spring,IS,582,0,21,0,0,1,1,0,0,0,0,0,0,0,0,"Oliver, Megan A",3.9,A,0.33,Oliver
2021,Spring,JOUR,460,0,34,0,0,8,0,0,0,0,0,0,0,1,0,"McDonald, Jean A",3.72,A,0.4,McDonald
