Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
FIN,580,0,148,12,5,0,0,0,0,0,0,0,0,0,1,"Noonan, James R"
FIN,580,0,3,13,8,2,2,0,0,0,0,0,0,0,0,"Brown, Jeffrey R"
FIN,580,7,18,38,32,21,9,0,1,0,0,0,0,0,0,"Bengtsson, Lars O"
FIN,580,3,5,11,1,2,0,0,0,0,0,0,0,0,0,"Yontz, Ruth"
FIN,580,16,49,41,30,27,8,0,1,1,0,0,0,0,0,"Smith, Mark K"
FIN,580,0,4,6,12,2,0,0,0,0,0,0,0,0,0,"Kahn, Charles M"
FIN,580,1,10,11,24,5,3,0,1,0,0,0,0,0,0,"Reif, Julian C"
FIN,580,2,21,11,4,7,4,0,0,0,0,0,0,0,0,"Widdicks, Martin"
FIN,580,5,16,7,1,0,0,0,0,0,0,0,0,0,0,"Clark, Stephen R"
FIN,580,15,43,18,16,16,3,0,2,0,0,0,0,1,0,"Pae, Yuntaek"
FIN,580,10,53,2,2,1,0,0,0,0,0,0,0,0,0,"Cannaday, Roger E"
FIN,580,0,32,10,1,0,0,0,0,0,0,0,0,0,0,"Metzger, Robert L"
FIN,580,14,27,24,13,5,0,0,0,0,0,0,0,0,1,"Duarte, Victor"
FIN,580,5,151,129,88,72,4,0,0,0,0,0,0,0,1,"Pearson, Neil D"
FIN,580,4,51,46,46,40,8,1,0,0,0,0,0,0,2,"Molitor, David"
FIN,580,2,12,10,3,10,1,0,0,0,0,0,0,0,0,"O'Connell, Daniel W"
FIN,580,25,11,8,3,6,2,0,0,0,0,0,0,0,0,"Chinco, Alexander M"
FIN,580,149,165,77,0,45,4,4,8,2,0,0,0,0,1,"Yang, Xi"
FIN,580,0,25,0,0,15,0,0,0,0,0,0,0,0,0,"Davis, Donald W"
FIN,580,0,11,7,8,8,0,0,0,0,0,0,0,0,0,"Chattopadhyay, Shinjinee"
FIN,580,0,22,4,0,1,2,0,0,0,0,0,0,0,0,"Brown, Darwin F"
FIN,580,1,152,92,23,34,34,15,3,0,0,0,0,0,1,"Goodfriend, Jaimi E"
FIN,580,4,28,3,0,0,1,0,0,0,0,0,0,0,0,"Mallon, Michael F"
FIN,580,18,29,37,28,17,11,0,0,0,0,0,0,0,0,"Wang, Zhi J"
FIN,580,6,27,47,16,9,0,0,0,0,0,0,0,0,1,"Zhang, Qingquan"
FIN,580,16,28,25,26,16,4,1,0,0,0,0,0,0,0,"Agiakloglou, Christos"
FR,101,0,2,5,2,5,1,0,0,1,1,2,0,2,0,"Gaillard, Stephanie R"
FR,101,0,10,2,10,18,0,2,2,0,0,0,0,0,0,"Deleuze, Laetitia T"
FR,101,1,5,4,3,3,5,1,1,0,0,0,0,0,0,"Ndiaye, Gana"
FR,101,0,5,7,3,12,8,0,5,3,0,2,0,0,0,"Benbouazza, Mouna"
FR,101,1,7,4,1,6,1,0,0,0,1,0,0,1,0,"Boukettaya, Karima"
FR,101,3,5,11,10,2,1,6,3,0,2,0,3,0,0,"Hauser, Sarah A"
FR,101,2,5,4,1,5,1,1,2,0,0,0,0,0,1,"Prieu, Charlotte C"
FR,101,1,7,7,0,2,1,2,2,0,1,0,0,0,0,"Taddei, Fara"
FR,101,0,1,2,3,3,4,2,2,1,0,0,0,3,0,"Ruane, Aileen R"
FR,101,2,6,3,5,3,3,0,0,0,0,0,1,1,0,"Meritan, Camille A"
FR,101,2,16,10,2,6,4,0,2,0,0,0,0,0,0,"Brant, Daniel"
FR,101,2,4,3,3,6,1,0,1,1,0,1,0,1,0,"Stanny, Margaret E"
FR,101,0,5,2,0,6,0,4,2,0,0,0,1,2,0,"Pruneddu, Paola"
FR,101,2,7,5,1,5,1,0,1,0,1,1,0,0,0,"Swisher, Emily R"
FR,101,2,1,7,0,6,3,0,1,1,1,0,0,0,0,"Saint-Maxent, Nadege J"
FR,101,4,7,6,2,1,0,0,2,0,0,0,0,0,1,"Thrasher, Tricia K"
FR,101,3,5,6,2,1,1,0,1,1,1,0,0,0,0,"Campbell, Ryan S"
FR,101,1,3,3,1,4,2,2,3,1,0,0,0,1,0,"Swift, Camille M"
FR,101,2,15,3,0,1,0,0,0,0,0,0,0,0,1,"Maroun, Daniel N"
FR,101,0,6,6,2,1,4,0,1,0,0,1,0,0,0,"Laforet, Johnny A"
FR,101,0,5,4,3,4,0,1,3,1,0,0,1,0,1,"Nicholas, Jessica A"
FR,101,2,7,1,1,4,0,4,1,0,1,0,0,0,0,"Curran, Sean M"
FR,101,0,8,8,2,14,2,0,2,2,0,4,0,2,0,"Chazal, Kirby C"
FR,101,5,14,13,1,6,1,2,1,1,0,0,0,1,0,"Ghaderi, Anoosheh"
FR,102,3,13,9,6,6,5,1,5,1,0,0,0,1,0,"Ndiaye, Gana"
FR,102,0,5,2,2,6,3,0,1,2,0,2,1,0,0,"Tarjanyi, Peter"
FR,102,2,11,2,4,1,3,0,1,0,0,0,0,0,1,"Curtin, Sean M"
FR,102,1,11,1,1,5,0,2,0,0,0,0,0,0,1,"Curran, Sean M"
FR,102,0,1,6,2,6,2,1,0,0,1,1,0,2,0,"Clifton, Alison M"
FR,102,8,11,9,0,6,1,0,3,3,0,0,0,1,0,"Zsombok, Gyula"
FR,102,2,7,4,0,1,3,1,2,1,0,1,0,0,0,"Jacobson, Jessica A"
FR,102,4,12,6,4,15,4,1,4,0,1,2,0,0,0,"Swisher, Emily R"
FR,102,6,9,6,7,9,2,1,3,0,0,1,0,1,0,"Taddei, Fara"
FR,102,5,18,8,0,8,0,2,2,1,1,1,0,0,0,"Prieu, Charlotte C"
FR,102,0,1,6,2,4,2,0,4,2,0,1,0,0,1,"Furrer, Laura E"
FR,102,4,13,13,11,12,10,2,1,1,0,0,0,1,0,"Strole, Nicholas A"
FR,102,3,3,6,3,1,2,2,2,0,0,0,0,1,0,"Meritan, Camille A"
FR,102,0,7,0,1,5,1,2,4,0,0,0,2,0,0,"Nicholas, Jessica A"
FR,103,0,8,7,3,10,7,2,7,1,0,1,1,0,0,"Ndiaye, Gana"
FR,103,3,11,11,4,9,3,0,1,0,0,0,1,0,0,"Strole, Nicholas A"
FR,103,2,1,7,5,0,2,3,0,0,0,0,1,0,0,"Black, Lucia C"
FR,103,0,7,10,5,10,8,2,2,0,0,0,0,2,0,"Benoit, Malyoune F"
FR,103,0,1,2,5,3,3,2,1,1,2,2,1,0,0,"Guillaud-Marlie, Anne-Ben"
FR,103,1,19,7,6,12,5,1,8,4,1,0,0,1,0,"Beyogle, Richard"
FR,103,1,3,6,3,1,4,0,4,2,0,0,0,0,0,"Namjoshi, Jui"
FR,103,0,10,7,2,3,0,0,0,0,0,0,0,0,0,"Le Corvaisier, Elenore S"
FR,103,2,15,8,2,11,3,0,1,1,0,0,0,0,1,"Laforet, Johnny A"
FR,103,0,3,7,2,3,3,0,1,0,0,1,0,1,0,"Nicholas, Jessica A"
FR,104,4,5,3,9,13,3,2,6,0,0,1,0,2,0,"Zulato, Alessia"
FR,104,0,5,11,9,11,3,2,3,0,0,1,1,1,0,"Beyogle, Richard"
FR,104,1,6,2,1,7,2,0,3,0,0,1,0,1,0,"Berthelon, Julien"
FR,134,3,9,4,2,4,0,0,0,0,0,0,0,0,0,"Toharia Zapata, Cristina"
FSHN,101,133,360,95,123,141,90,58,50,26,14,10,11,19,3,"Schmidt, Shelly J"
FSHN,101,0,33,0,0,27,0,0,7,0,0,0,0,2,0,"Bohn, Dawn M"
FSHN,101,31,340,0,12,50,11,1,22,2,2,4,2,6,3,"Gist, Toni M"
FSHN,120,90,2678,0,0,935,0,0,325,0,0,81,0,61,7,"Burkhalter, Toni M"
FSHN,120,62,1445,0,0,616,0,0,139,0,0,49,0,41,7,"Gist, Toni M"
FSHN,199,136,16,1,0,2,1,0,0,0,1,0,0,0,0,"Beam, Bradley A"
FSHN,199,0,81,0,0,17,0,0,4,0,0,2,0,3,0,"Burkhalter, Toni M"
FSHN,199,0,19,0,0,4,0,0,1,0,0,0,0,0,0,"Plawecki, Karen L"
FSHN,304,56,34,3,5,11,2,1,3,1,0,0,0,2,1,"Beam, Bradley A"
FSHN,312,7,13,13,5,2,3,1,0,0,0,0,0,0,0,"Stasiewicz, Matthew J"
FSHN,398,3,16,0,0,8,0,0,3,0,0,0,0,0,0,"Amengual Terras, Jaime"
FSHN,414,0,34,0,6,4,0,4,0,0,0,0,0,0,0,"Bohn, Dawn M"
FSHN,420,48,32,0,6,10,0,4,6,0,0,2,0,0,0,"Holscher, Hannah D"
FSHN,460,3,73,8,9,10,0,2,5,0,0,0,0,0,0,"Morris, Scott A"
FSHN,471,1,21,0,0,3,0,0,0,0,0,0,0,0,0,"Chassy, Bruce M"
FSHN,482,10,26,4,4,1,0,0,0,0,0,0,0,0,0,"Lee, Youngsoo"
FSHN,595,12,11,3,3,2,0,1,0,0,0,0,0,0,0,"Barth, Mary M"
FSHN,595,12,26,7,3,3,0,0,1,0,0,0,0,0,0,"Schmidt, Shelly J"
FSHN,595,4,30,0,0,0,1,0,0,0,0,0,0,0,0,"Cadwallader, Keith R"
FSHN,595,0,20,0,1,0,0,0,0,0,0,0,0,0,0,"Garrow, Timothy A"
GCL,200,1,10,3,5,2,2,1,0,0,1,0,0,0,0,"Miraftab, Faranak"
GCL,200,1,16,0,0,4,0,0,2,0,0,1,0,0,0,"Gardoni, Paolo"
GE,312,15,33,12,18,22,4,13,10,0,0,0,0,3,1,"Reis, Henrique M"
GE,331,0,1,1,0,3,5,1,5,2,0,4,0,3,1,"Keane, Richard D"
GEOG,101,1,10,6,14,3,2,5,0,0,0,0,0,4,0,"Perez, Erron M"
GEOG,101,19,24,19,13,9,5,1,4,1,0,0,1,1,0,"Heil, Melissa"
GEOG,101,4,11,36,14,11,7,5,5,1,1,1,0,7,0,"Aadland, Matthew A"
GEOG,101,3,30,31,21,8,1,4,4,0,0,0,1,0,0,"Minn, Michael"
GEOG,101,0,4,29,10,9,8,7,5,3,0,3,1,0,0,"Peimer, Alex"
GEOG,101,7,33,20,19,14,8,4,2,1,0,0,0,0,1,"Fogelman, Charles J"
GEOG,101,0,6,32,18,12,10,10,8,2,0,0,0,0,0,"Lakhanpal, Shikha"
GEOG,101,5,44,86,65,35,33,8,13,3,5,1,0,18,2,"Lewis, Quinn W"
GEOG,101,5,23,24,17,13,6,5,1,1,0,0,0,1,0,"Jusrut, Poonam V"
GEOG,101,13,38,29,27,11,5,9,4,0,1,0,0,0,0,"Coulter, Kathryn M"
GEOG,101,1,4,5,2,3,3,1,0,2,0,0,1,0,1,"Rai, Pronoy"
GEOG,101,0,14,42,6,16,14,10,0,0,0,2,6,0,0,"Fischer, Harry W"
GEOG,101,0,2,42,24,28,4,8,2,0,0,0,0,0,0,"Goel, Varun"
GEOG,101,11,6,3,0,3,3,1,0,0,0,0,0,0,0,"Wong, Sandy"
GEOG,101,6,31,25,11,7,2,1,1,0,0,1,0,0,0,"Lechtenberg, Devon M"
GEOG,101,1,13,17,7,16,7,2,6,3,0,2,0,2,0,"Cuerda, Sasha C"
GEOG,101,4,16,18,8,11,8,7,3,1,1,0,1,2,0,"De Leon Alejand, Jose D"
GEOG,101,1,13,9,15,18,5,5,8,1,1,1,0,0,0,"Chi, Sang hyun"
GEOG,101,3,12,11,16,20,7,6,4,2,1,1,1,0,0,"Chitturi, Deepika"
GEOG,101,0,14,56,40,16,18,2,4,4,0,0,0,4,2,"Rana, Pushpendra"
GEOG,101,0,2,32,28,22,20,0,2,0,4,0,0,0,0,"Berg, Kevin D"
GEOG,101,8,10,15,11,12,6,2,2,2,1,2,0,3,0,"Hammerstein, Katya N"
GEOG,101,9,18,15,4,2,0,1,0,0,1,0,0,0,0,"Verma, Tushar"
GEOG,101,9,21,16,11,15,3,1,0,0,1,0,0,0,0,"Tripathy, Priyam"
GEOG,101,5,2,7,5,4,4,0,1,1,0,0,0,0,0,"Pavlovic, Nathan"
GEOG,101,3,20,24,23,5,1,1,0,2,0,0,0,1,1,"Kone, Moussa"
GEOG,101,7,5,2,6,1,1,1,0,0,0,0,0,0,0,"Ramprasad, Vijay"
GEOG,101,12,35,26,7,9,2,0,0,3,0,0,0,2,0,"DeMuynck, Erin M"
GEOG,101,3,8,9,7,10,4,1,1,1,0,0,0,1,0,"Umar, Muhammad"
GEOG,101,10,40,52,33,29,18,7,8,6,4,3,1,5,0,"Cheng, Benjamin C"
GEOG,379,20,19,17,3,3,2,1,1,1,0,0,2,5,1,"Winata, Fikriyah"
GEOG,379,1,9,9,4,6,5,4,3,1,1,0,1,1,1,"Minn, Michael"
GEOL,100,0,10,19,16,5,11,4,3,0,0,1,0,2,0,"Wong, Karen J"
GEOL,100,125,151,172,164,115,104,56,42,32,19,18,11,25,3,"Long, Ann D"
GEOL,100,11,6,5,2,4,4,1,2,1,2,0,1,3,0,"Napieralski, Stephanie A"
GEOL,100,20,30,37,56,32,36,20,18,5,4,2,1,5,4,"Torbeck, Douglas R"
GEOL,100,0,18,10,7,2,2,1,2,1,0,1,0,1,0,"Zhao, Fangruo"
GEOL,100,10,18,14,14,8,8,4,4,0,6,0,2,0,0,"Kelly, Marissa"
GEOL,100,4,11,9,7,7,1,3,1,0,0,0,1,0,0,"Jin, Jing"
GEOL,100,0,2,5,5,2,5,0,0,0,1,1,0,2,0,"Dwyer, Samantha E"
GEOL,100,4,16,8,17,11,7,6,2,1,1,0,1,3,0,"Li, Xiaoxiao"
GEOL,100,0,15,19,24,9,22,7,5,6,3,2,0,2,0,"Mager, Stephanie M"
GEOL,100,13,11,10,5,6,7,8,4,3,1,1,0,7,0,"Pettijohn, Justin C"
GEOL,100,4,1,3,3,2,5,2,2,0,0,0,0,2,0,"Albright, John A"
GEOL,100,1,1,2,4,2,4,4,1,0,1,0,0,1,0,"Hinton, Jessica S"
GEOL,100,2,1,2,3,1,2,1,1,4,0,2,0,3,0,"Chen, Chu-Yung"
GEOL,100,8,30,22,14,20,22,8,8,6,2,2,0,0,0,"Bryk, Alexander"
GEOL,100,0,3,3,9,0,2,4,0,0,1,0,2,1,0,"Slaven, Samuel"
GEOL,100,3,7,5,1,4,1,0,0,1,1,0,0,0,0,"Zhou, Quan"
GEOL,100,0,0,4,4,1,4,4,1,1,2,0,0,0,0,"Zhang, Guimiao"
GEOL,100,6,10,5,4,12,16,6,0,6,0,0,1,2,0,"Kehoe, Kelsey S"
GEOL,103,1,14,18,6,11,5,0,3,3,0,1,0,1,0,"Sen, Pragnyadipta"
GEOL,107,21,7,1,3,4,1,2,0,1,3,0,2,1,1,"Veldhuizen, Hannah J"
GEOL,107,27,54,25,24,26,13,15,19,3,3,9,0,2,0,"Long, Ann D"
GEOL,107,0,7,6,7,6,9,5,4,0,0,0,0,1,0,"Leonard, Tiffany F"
GEOL,107,23,10,3,3,2,1,1,2,0,1,1,0,3,0,"Cao, Zebin"
GEOL,107,0,5,6,4,5,3,0,0,0,0,0,1,0,0,"Armstrong, Elizabeth L"
GEOL,117,4,11,6,10,4,3,1,2,0,0,0,0,5,1,"Hurst, Stephen D"
GEOL,117,28,15,18,8,11,6,4,6,1,1,0,1,6,0,"Pettijohn, Justin C"
GEOL,118,3,4,3,4,3,0,1,2,1,0,2,0,5,0,"Malinowski, Jacalyn M"
GEOL,118,13,59,45,35,44,26,10,17,10,6,7,5,9,1,"Chen, Chu-Yung"
GEOL,118,3,6,8,7,10,4,3,2,1,1,0,0,1,1,"Hurst, Stephen D"
GEOL,143,13,13,5,2,5,5,0,0,0,0,1,0,1,0,"Chen, Mingfei"
GER,101,7,3,4,0,2,5,0,2,0,0,0,0,0,0,"Freise, Stefan P"
GER,101,8,17,10,4,1,2,0,2,0,0,0,0,2,0,"Metzel, Peter"
GER,101,11,15,9,2,1,2,2,2,0,0,0,0,1,0,"Sellinger, David J"
GER,101,8,10,2,2,0,1,0,0,0,0,0,0,0,0,"Berkovich, Nadezda"
GER,101,3,9,9,9,8,1,0,2,2,0,1,1,2,0,"VanderPal, Kelli M"
GER,101,3,19,14,3,11,7,2,2,1,0,0,1,3,0,"Uzun, Ugur"
GER,101,1,11,1,3,2,2,2,2,1,0,0,0,0,0,"Yanny-Tillar, Sara J"
GER,101,1,10,6,3,2,0,1,0,0,0,0,0,0,0,"Kremsner, Verena"
GER,101,1,2,3,2,4,2,3,1,1,1,1,0,2,0,"Markiewicz, Sandra"
GER,101,1,4,3,6,4,0,0,2,2,0,1,1,0,0,"Rose, Rachel M"
GER,101,0,6,4,5,3,0,2,0,0,1,0,0,2,0,"Jenson, Jennifer E"
GER,102,1,8,8,7,3,8,5,1,2,0,1,0,0,1,"Buchholz, Bianca"
GER,102,1,3,7,2,2,3,1,0,1,1,0,0,0,0,"Fuchs, Renata"
GER,102,8,16,8,2,3,3,1,1,1,0,0,0,0,0,"Colomb, Monet U"
GER,102,1,7,4,7,1,0,0,0,1,0,0,0,1,1,"Comparato, Giulietta"
GER,102,1,5,5,1,4,4,1,2,0,0,0,0,0,0,"Guo, Lujun"
GER,102,2,12,17,19,6,4,1,1,1,0,0,0,1,3,"Smith, Dustin L"
GER,102,0,4,2,2,1,3,5,3,1,0,0,0,3,0,"Duntz, Andrea L"
GER,102,2,5,1,1,6,1,2,1,2,0,0,0,0,0,"Chambers, Adam D"
GER,102,3,2,2,8,5,2,0,0,0,1,0,0,0,0,"Jenson, Jennifer E"
GER,103,2,4,2,3,2,3,3,1,3,0,0,0,0,0,"Fischer, Jenny"
GER,103,3,9,4,0,2,0,0,1,0,0,1,0,1,0,"Slattery, John P"
GER,103,0,8,2,3,3,1,1,2,1,1,1,1,0,0,"Istvanits, Kerstin"
GER,103,0,8,5,3,4,2,0,0,0,0,1,0,0,0,"Castle, Jeffrey D"
GER,103,4,14,4,3,10,2,2,5,0,0,1,0,2,0,"Heinz, Esther Abigail"
GER,103,4,14,4,10,6,6,4,0,0,0,4,0,0,0,"Schnitzlein, Esther Abiga"
GER,103,0,6,6,4,3,0,3,0,1,0,1,0,1,0,"Grotovsky, Zachary P"
GER,103,1,7,3,2,7,6,7,3,5,0,1,0,1,0,"Frohlich, Johannes"
GER,103,4,11,5,8,9,3,3,2,0,0,0,0,1,0,"Henke, Anna E"
GER,103,2,10,8,6,6,0,2,2,6,4,2,0,4,0,"Kuligowska, Kinga"
GER,250,0,18,10,8,4,0,2,2,0,0,0,0,0,0,"Smith, Kathleen M"
GER,250,10,7,0,2,1,0,0,0,0,0,0,0,1,0,"Fuchs, Renata"
GER,250,0,6,7,5,2,0,0,1,0,0,0,0,0,0,"Glont, Anca M"
GER,250,3,11,8,1,0,0,0,0,0,0,0,0,0,0,"Meyer, Paul E"
GER,251,0,71,4,1,7,1,0,0,0,0,1,0,1,0,"Slattery, John P"
GER,251,3,18,14,5,2,1,1,0,0,0,0,0,0,0,"Chung, Stephanie A"
GER,251,13,46,14,5,8,1,1,4,1,0,1,0,2,0,"Schneeberger, Alexandra N"
GER,251,4,10,4,0,0,1,0,0,1,0,0,0,1,0,"Berkovich, Nadezda"
GER,251,14,151,20,9,11,5,1,4,3,0,1,0,1,1,"Guo, Lujun"
GER,251,8,63,10,5,5,0,2,1,2,0,0,0,3,0,"Jin, Pu"
GER,251,36,73,43,10,15,4,6,7,6,0,6,2,15,5,"Jenkins, Robert J"
GER,251,2,32,14,4,2,1,2,5,1,2,2,0,0,0,"Tendera, Anna"
GER,251,13,33,8,5,7,2,0,2,0,0,0,0,0,1,"Frohlich, Johannes"
GER,251,25,83,33,26,32,8,3,7,4,2,1,0,3,0,"Stoeckl, Stephanie J"
GER,251,14,25,9,1,10,2,0,0,1,0,0,0,1,0,"Cornell, Megan E"
GLBL,100,2,13,16,8,7,2,0,1,1,0,0,0,1,0,"Russ, Laura W"
GLBL,100,2,5,4,2,2,1,0,1,0,0,2,0,2,0,"Bralower, Alyssa R"
GLBL,100,15,14,4,6,5,0,0,1,0,0,1,2,4,0,"Hercog, Metka"
GLBL,100,1,6,2,6,4,3,0,1,1,0,0,0,2,0,"Hancin-Bhatt, Barbara"
GLBL,100,10,21,12,3,3,1,2,0,0,0,0,1,0,0,"Muniandy, Parthiban"
GLBL,100,38,21,6,2,5,1,2,2,0,0,1,0,5,0,"Gresh, Rebecca A"
GLBL,100,7,27,21,11,7,0,2,2,1,0,0,1,1,0,"Massey, Erica M"
GLBL,100,22,22,19,6,1,3,2,2,1,2,0,0,2,0,"Zhang, Gehui"
GLBL,100,21,44,11,10,3,4,1,3,3,3,0,3,3,0,"Bonatti, Valeria"
GLBL,100,73,94,32,14,14,5,3,4,2,1,2,0,12,0,"Wedig, Timothy E"
GLBL,100,24,111,68,31,22,7,1,0,2,2,2,0,5,0,"Fogelman, Charles J"
GLBL,100,15,26,2,1,2,1,0,0,0,0,1,1,3,0,"Shin, Hyo-Won"
GLBL,100,35,39,15,2,6,0,0,4,3,0,0,0,5,0,"Schrag, David M"
GLBL,100,23,8,1,2,1,1,1,1,1,1,0,1,7,0,"Gonzalez, Daniel A"
GLBL,100,6,42,33,21,8,0,1,1,1,0,0,0,4,0,"Pack, Tyler J"
GLBL,100,0,40,7,5,3,0,0,0,0,0,1,0,0,0,"Leffingwell, Sarah K"
GLBL,100,4,44,27,17,8,1,2,1,1,0,0,1,2,0,"Kohli, Tanu"
GLBL,100,1,12,15,10,9,1,1,1,0,0,1,0,2,0,"Peach, Matthew"
GLBL,100,2,5,7,3,5,0,0,1,0,0,0,1,1,0,"Kulkarni, Shyam S"
GLBL,100,8,8,14,4,22,2,8,4,0,0,0,0,0,0,"Berkhoudt, Karin"
GLBL,100,7,36,0,0,0,0,0,0,0,0,6,0,1,0,"Casey, Mary S"
GLBL,100,5,13,0,1,1,0,0,1,1,0,1,0,1,0,"Goodnight, Melissa R"
GLBL,100,10,13,1,1,0,0,1,0,0,1,0,1,0,0,"Kurisu, Sheri-Lynn S"
GLBL,100,6,30,23,5,3,0,1,0,0,1,0,0,1,0,"Fitzpatrick, Margaret M"
GLBL,100,11,8,1,2,2,1,0,0,1,0,0,0,1,0,"Mamer, Emily E"
GLBL,100,3,10,5,4,0,1,0,0,0,0,2,0,0,0,"Grim-Feinberg, Kate"
GLBL,100,23,24,4,1,2,1,1,1,0,0,0,0,0,0,"Holmes, Joshua S"
GLBL,296,4,32,13,1,0,0,1,0,0,0,0,0,0,0,"Williams, Amy K"
GLBL,296,10,28,0,0,0,0,0,0,0,0,0,0,6,0,"Barnes, Teresa A"
GLBL,296,2,50,0,0,0,0,2,0,0,0,0,0,2,0,"Manalansan, Martin F"
GLBL,296,0,7,7,5,2,1,1,0,0,0,0,0,0,0,"Bowden, David F"
GLBL,296,3,3,1,5,3,0,3,1,0,0,1,3,0,0,"Rosas, Gilberto"
GLBL,296,3,8,5,2,1,0,1,0,1,0,0,0,0,0,"Kuenning, Matthew P"
GLBL,296,65,59,14,7,4,2,0,1,0,0,0,0,6,1,"Wedig, Timothy E"
GLBL,296,0,19,0,0,0,0,0,0,0,0,0,0,5,0,"Fogelman, Charles J"
GLBL,296,3,11,6,1,3,0,0,0,1,0,0,0,1,0,"Renn, Duu S"
GLBL,296,7,22,5,6,2,1,0,1,0,0,0,0,0,0,"Schrag, David M"
GLBL,296,0,11,4,2,4,0,0,0,0,0,0,0,0,0,"Frohardt-Lane, Sarah K"
GLBL,296,0,13,0,3,2,0,2,1,0,0,0,0,0,0,"Pack, Tyler J"
GLBL,296,0,11,6,3,0,1,0,0,0,0,1,0,1,0,"Wang, Chun-Han"
GLBL,296,6,90,58,15,8,2,1,4,1,2,1,2,0,0,"Kilgore, James W"
GLBL,296,0,8,9,2,1,0,1,1,0,0,0,0,2,0,"Kohli, Tanu"
GLBL,296,0,5,3,4,6,1,1,0,0,0,1,0,0,0,"Diehl, Paul F"
GLBL,296,0,10,18,12,2,0,2,0,2,0,0,0,0,0,"Jovanovic, Milos"
GLBL,296,4,5,5,3,3,1,0,2,2,0,0,0,1,0,"Spears, Matthew A"
GLBL,296,1,22,0,0,0,2,0,0,0,0,0,0,0,0,"Silverman, Helaine I"
GLBL,296,0,5,3,1,2,3,1,2,0,1,5,0,1,0,"Travlos, Konstantinos"
GLBL,296,8,15,2,0,0,0,0,0,0,0,0,0,1,0,"Goodnight, Melissa R"
GLBL,296,21,4,1,1,0,0,1,0,0,0,0,0,0,0,"Kurisu, Sheri-Lynn S"
GLBL,296,2,3,4,6,6,0,2,1,0,0,0,0,0,0,"Rudkevich, Gennady"
GLBL,296,0,24,11,6,5,0,0,1,0,0,0,0,0,0,"Hastings, Laura A"
GLBL,296,1,16,1,2,3,0,0,0,0,0,1,0,2,1,"Lamers, Nicole A"
GLBL,296,1,6,7,3,1,1,1,0,0,0,0,0,1,0,"Ramprasad, Vijay"
GLBL,296,0,17,0,1,3,0,0,1,0,0,0,0,0,0,"Grim-Feinberg, Kate"
GLBL,296,7,4,7,5,1,3,0,1,0,0,0,0,0,0,"Rudasill, Lynne M"
GS,101,0,57,10,6,7,3,1,3,2,0,1,0,0,0,"Baer, Neil T"
GS,101,39,52,17,15,13,15,9,0,5,0,6,5,26,1,"West, Lori"
GS,101,21,14,1,1,2,1,0,0,0,1,0,0,2,0,"Helton, Caroline A"
GS,101,0,118,0,0,0,0,0,0,0,0,3,0,0,0,"Del Mastro, Nicole M"
GS,101,0,32,3,0,0,1,0,1,0,0,1,0,2,0,"Kelley, Marcus A"
GS,101,0,31,4,3,0,1,0,0,0,1,0,0,0,1,"Bryan, Clair E"
GS,101,0,50,2,0,0,5,3,5,3,0,0,1,3,0,"Jackson, Lisa"
GS,101,25,73,15,4,2,3,1,2,1,2,0,1,2,1,"Davidson, Emily N"
GS,101,0,32,5,0,2,0,2,0,1,0,1,0,1,0,"Thrill, Chauntee R"
GS,101,138,77,18,7,7,6,2,3,0,1,1,3,4,1,"Smothers, Sarah A"
GS,101,0,77,0,0,0,1,1,3,0,0,0,0,2,0,"Goodloe, Denzel D"
GS,101,20,198,31,20,19,9,7,7,7,5,4,3,7,0,"Surratt, Aaron T"
GS,101,48,100,14,6,3,1,3,1,4,1,1,2,8,1,"Sandler, Chaya S"
GS,101,0,217,31,17,46,9,7,17,0,2,7,3,9,0,"Hazen, Meghan"
GS,101,46,44,5,1,1,4,2,2,1,2,0,0,9,0,"Holterman, Christopher J"
GS,101,352,239,44,20,22,6,14,3,7,3,3,5,17,2,"Heintz, Hollie"
GS,101,74,61,13,3,6,6,0,1,2,0,1,1,5,0,"Kim, Jessica Y"
GS,101,0,33,2,1,2,0,0,2,0,1,0,0,2,0,"Davis, Lori E"
GS,101,0,68,6,2,2,3,0,1,0,0,1,1,4,0,"Brooks, Janelle"
GS,101,43,97,12,4,7,7,5,2,6,2,0,1,8,0,"Williams, Melissa"
GS,101,156,100,25,9,8,7,7,10,6,1,0,4,10,1,"Walk, Aaron J"
GS,101,69,10,11,10,6,3,2,0,1,2,1,1,3,0,"Flack, Corey J"
GS,101,64,9,6,3,1,0,2,2,0,0,0,1,4,0,"Chamberlain, Amanda M"
GS,101,11,123,13,11,8,12,4,3,2,3,1,0,4,0,"Puente, Sylvia"
GS,101,0,126,8,8,4,0,2,4,0,0,0,0,0,0,"Murphy, Daniel L"
GS,101,1,26,8,1,3,2,1,1,1,0,0,0,1,0,"Park, Un Yeong"
GS,101,179,38,23,6,9,9,0,3,1,0,0,0,7,1,"Alvarez, Caitlin M"
GS,101,26,62,5,10,6,4,4,6,11,1,1,4,22,1,"Moore, Eugene L"
GS,101,0,39,0,0,2,0,0,0,0,0,0,0,0,0,"Hallmon, Augustus W"
GS,101,13,16,6,2,0,1,1,0,0,0,0,0,0,0,"Schneider, Lauren N"
GS,101,47,121,22,14,15,8,5,3,4,3,4,4,1,0,"Kaste, Kaitlin M"
GS,101,102,36,17,10,13,4,1,6,6,0,1,2,2,0,"Verhelst, Christina T"
