Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
CHEM,233,54,173,153,77,61,22,8,7,2,2,0,0,1,0,"Morehouse, Gregory F"
CHEM,233,1,65,31,56,61,56,79,36,22,11,6,7,3,2,"Hoyt, Mirth T"
CHEM,233,155,406,360,277,334,145,83,59,29,7,7,5,15,9,"Miller, Shawn"
CHEM,233,11,43,32,54,82,64,59,62,27,9,7,2,4,1,"Kuykendall, Darrell W"
CHEM,233,40,101,84,75,80,19,13,14,3,2,4,1,3,3,"Axelson, Jordan C"
CHEM,233,21,169,231,280,345,174,118,66,28,8,7,4,8,6,"Llewellyn, Nicholas"
CHEM,233,199,181,55,32,26,6,8,1,0,1,1,0,4,3,"Trinh, Brian"
CHEM,233,32,62,32,55,100,44,40,97,42,2,2,1,0,2,"Katzenellenboge, John A"
CHEM,233,362,1517,1171,609,537,202,99,84,20,14,4,4,34,8,"Kell, David A"
CHEM,233,7,46,74,89,123,62,24,24,3,3,3,0,4,1,"Stone, Robert F"
CHEM,233,9,58,87,114,156,60,35,13,3,0,2,1,1,2,"Koerner, Michael"
CHEM,233,385,50,17,12,13,0,2,2,1,0,0,0,3,1,"Formigao Gameir, Armanda"
CHEM,236,1,44,3,11,57,2,7,61,1,0,13,2,9,2,"Rafferty, Ryan"
CHEM,237,10,23,15,22,26,15,18,22,16,0,0,0,1,1,"Katzenellenboge, John A"
CHEM,237,51,207,173,159,323,186,111,146,44,14,23,10,15,10,"White, M C"
CHEM,237,1,33,5,6,39,4,19,52,10,1,3,0,0,1,"Zimmerman, Steven C"
CHEM,237,4,60,26,16,82,24,18,74,32,0,14,0,2,2,"Hergenrother, Paul"
CHEM,332,28,11,2,1,2,0,0,0,0,0,0,0,0,0,"Moore, Jeffrey S"
CHEM,332,21,43,10,18,22,6,3,4,2,0,3,0,1,0,"Zavala, Jose"
CHEM,332,116,275,222,213,298,209,164,178,129,104,89,27,74,11,"Koerner, Michael"
CHEM,360,0,18,26,28,31,31,13,33,18,0,0,0,0,0,"Nelson, William M"
CHEM,360,4,39,10,7,29,10,5,17,2,0,4,0,1,0,"Shapley, Patricia A"
CHEM,420,2,28,18,14,17,15,15,15,11,0,0,0,1,0,"Gewirth, Andrew A"
CHEM,440,5,64,34,30,32,33,6,6,2,0,0,0,2,0,"Pogorelov, Taras V"
CHEM,440,28,111,46,67,97,53,37,19,4,1,5,0,3,1,"Gennis, Robert B"
CHEM,440,13,41,64,53,43,37,15,10,9,0,6,0,6,3,"Tajkhorshid, Emad"
CHEM,442,51,85,56,23,19,14,3,2,2,1,0,1,1,1,"Hirata, So"
CHEM,442,0,3,2,3,5,5,0,1,2,0,0,0,3,0,"Jackson, Nicholas E"
CHEM,442,2,5,9,10,6,0,0,0,0,0,0,0,0,0,"Backlund, Mikael P"
CHEM,442,6,62,11,17,43,1,1,1,1,0,0,0,0,0,"Gruebele, Martin H"
CHEM,442,10,20,19,21,13,19,5,10,9,5,3,3,5,1,"van der Veen, Renske"
CHEM,442,1,6,9,3,7,2,3,4,7,1,2,0,1,1,"Makri, Nancy"
CHEM,442,7,13,19,11,18,21,9,6,3,0,1,1,0,0,"Luthey-Schulten, Zaida A"
CHEM,442,4,10,26,26,12,26,6,4,2,0,0,0,0,0,"Rienstra, Chad"
CHEM,442,23,101,59,41,60,21,20,19,7,0,7,0,13,1,"Hammes-Schiffer, Sharon"
CHEM,492,0,48,4,6,8,3,1,0,0,0,0,0,1,0,"Dunning, Thomas H"
CHLH,100,10,42,20,12,5,3,2,1,1,1,1,0,0,0,"Mutyala, Bala V"
CHLH,100,64,96,49,40,55,29,26,18,7,8,11,5,38,3,"Schwingel, Andiara"
CHLH,100,141,119,74,63,64,31,14,21,8,5,2,2,3,2,"Kaplan, Justine"
CHLH,100,1,17,15,11,4,1,2,0,0,1,0,0,0,1,"Johnson, Michelle C"
CHLH,100,127,135,82,59,47,11,15,12,1,0,1,0,4,0,"Falk, Christina K"
CHLH,100,45,73,86,37,28,16,9,5,4,1,0,0,5,1,"Grissom, Evanielis U"
CHLH,100,96,124,92,61,47,28,9,11,1,1,2,1,6,0,"Barnes, Brandi N"
CHLH,100,8,8,0,0,2,1,0,1,0,1,0,0,0,0,"Yarnot, Rebecca K"
CHLH,100,6,43,14,9,10,5,1,0,0,0,0,0,2,1,"Parrott, Emily K"
CHLH,100,19,19,16,15,10,1,2,2,2,2,1,0,0,0,"Darfour-Oduro, Sandra A"
CHLH,100,1,8,14,10,12,3,2,1,1,0,0,0,0,0,"Brand, Dorine J"
CHLH,100,45,40,21,20,12,2,9,2,3,1,1,0,0,0,"Dargatz, Rachel K"
CHLH,100,524,1340,867,458,491,213,139,117,67,46,44,26,146,13,"Trask, Jeffrey T"
CHLH,101,5,9,12,3,2,0,0,1,1,0,0,0,1,0,"Stellrecht, Angela"
CHLH,101,1,91,123,117,90,45,24,24,9,6,6,2,8,1,"Wang, Qian"
CHLH,101,20,162,87,42,38,17,6,4,2,0,0,0,2,0,"Lee, Timothy Y"
CHLH,101,0,37,40,32,21,26,6,1,8,1,0,0,0,1,"Glassner, Jorie A"
CHLH,101,6,29,11,13,10,6,1,1,0,0,0,0,1,0,"Nwaozuru, Ucheoma C"
CHLH,101,2,28,13,4,10,4,2,0,1,1,1,0,1,1,"Siebel, Marissa B"
CHLH,101,0,182,1,5,91,1,4,28,0,0,11,0,9,0,"Schwingel, Andiara"
CHLH,101,6,12,10,1,2,0,1,0,0,0,1,0,0,0,"Jackson, Jessica F"
CHLH,101,14,239,125,43,113,40,12,28,4,3,3,0,3,0,"Townsend, Runnell"
CHLH,101,14,26,9,13,7,6,1,5,5,0,1,1,1,0,"Khamzina, Madina"
CHLH,101,0,422,0,0,218,0,0,63,0,0,39,0,64,5,"Woodson, Markisha J"
CHLH,101,1,31,5,4,54,4,4,21,1,0,2,0,2,1,"Holmes, Charles P"
CHLH,101,0,43,0,0,39,0,0,8,0,0,2,0,0,0,"Carroll, Margaret S"
CHLH,101,2,24,34,20,26,24,10,12,4,0,10,4,6,0,"Jimenez De Tava, Michelle"
CHLH,101,20,34,32,23,28,6,8,5,2,0,2,0,2,0,"Dargatz, Rachel K"
CHLH,101,455,1199,738,467,405,183,129,95,58,21,15,14,57,5,"Kaplan, Justine"
CHLH,101,86,152,119,74,54,31,25,16,15,9,4,4,8,3,"Yarnot, Rebecca K"
CHLH,101,27,73,87,52,49,23,14,17,11,2,1,1,5,0,"Pierce, Danielle M"
CHLH,101,1,4,8,8,3,3,3,1,1,0,0,0,2,0,"Adamu, Isa"
CHLH,101,8,28,25,10,9,3,4,4,1,1,2,0,1,0,"Bensken, Jeanine D"
CHLH,101,32,73,43,27,20,16,7,7,4,1,2,1,3,0,"Derk, Gwendolyn R"
CHLH,101,6,39,12,9,0,0,0,0,0,0,1,0,0,0,"Weisman, Courtney J"
CHLH,101,36,60,33,17,23,7,4,9,3,3,1,1,1,0,"Fujimoto, Elinor M"
CHLH,101,0,4,7,10,17,16,14,9,6,4,2,2,0,0,"Carlton, Sarah J"
CHLH,101,18,6,5,1,3,0,0,0,0,0,0,0,0,0,"Barnes, Brandi N"
CHLH,101,20,50,46,44,34,23,16,8,6,1,1,0,7,0,"Khosravinasr, Sara"
CHLH,101,0,12,20,15,18,13,5,5,4,2,0,0,1,0,"Adibu, Marilyn A"
CHLH,111,0,70,0,0,4,0,0,1,0,0,1,0,0,0,"Firkins, Carol H"
CHLH,199,11,13,15,11,3,3,2,1,1,0,3,0,0,1,"Orazio, Elora E"
CHLH,199,27,12,32,7,12,8,3,2,2,0,0,0,3,2,"Scott, Jennifer A"
CHLH,199,2,222,2,18,8,2,0,1,1,0,0,1,1,0,"Peterson, Elizabeth H"
CHLH,199,15,12,14,5,5,6,0,2,0,0,0,0,0,0,"Bankhead, Tekita"
CHLH,199,1,34,1,0,1,0,0,0,1,0,2,0,0,0,"Farner, Susan M"
CHLH,199,35,192,32,23,15,2,1,4,0,0,0,0,1,0,"McLay, Molly M"
CHLH,200,2,61,42,9,18,12,3,2,2,1,1,1,3,0,"Woodson, Markisha J"
CHLH,206,7,118,0,0,33,0,0,8,0,0,2,0,17,0,"Cole, Sara L"
CHLH,206,1,32,5,2,0,0,1,1,0,0,0,0,0,0,"Conlisk, Carrie L"
CHLH,206,15,85,18,12,24,12,4,7,1,0,2,0,2,0,"Davis, Kristen H"
CHLH,206,87,198,143,60,150,68,35,47,20,13,22,8,12,6,"Hann, Lena"
CHLH,206,1,46,28,5,29,6,8,9,0,0,0,0,2,0,"Diggins, Ciera C"
CHLH,206,37,264,49,26,29,14,10,11,5,1,6,0,20,2,"Schwingel, Andiara"
CHLH,206,15,9,11,5,2,1,0,1,0,0,1,0,0,1,"Samson, Jean M"
CHLH,206,10,29,10,11,10,7,3,0,1,1,2,0,4,0,"Kelly, Kelsie D"
CHLH,206,368,4369,1838,907,1394,497,269,373,140,65,137,46,274,14,"Rinaldi-Miles, Anna I"
CHLH,206,11,18,10,3,3,1,2,2,0,0,0,0,0,0,"Madsen, Alyssa L"
CHLH,206,4,19,14,8,9,8,1,4,2,0,0,1,0,0,"Summerville, Brian S"
CHLH,206,9,50,1,8,3,2,2,0,0,0,0,0,0,0,"Greene, Ryan M"
CHLH,206,47,157,76,44,114,46,23,34,9,6,11,5,12,2,"McCloskey, Laura A"
CHLH,206,12,24,10,12,23,8,3,7,7,1,6,2,2,1,"Foster, Markisha J"
CHLH,206,4,10,6,7,5,5,3,2,2,2,4,1,10,0,"Rucker, Regine R"
CHLH,206,4,48,11,5,19,10,3,6,4,2,0,1,0,0,"Darfour-Oduro, Sandra A"
CHLH,206,10,36,12,6,17,5,3,0,1,1,0,0,1,2,"Parrott, Emily K"
CHLH,243,169,225,94,61,59,28,26,17,19,18,11,3,34,8,"Delic-Ovcina, Lejla"
CHLH,243,0,6,12,14,14,13,8,13,1,4,2,0,2,2,"Salentine, Benjamin A"
CHLH,243,11,8,1,2,0,0,0,1,0,0,0,0,0,0,"Siebel, Marissa B"
CHLH,243,4,12,8,8,6,2,1,1,0,1,0,0,0,0,"Rhodes, Delmar"
CHLH,243,0,466,0,0,125,0,0,46,0,0,16,0,22,2,"Schwingel, Andiara"
CHLH,243,6547,2578,931,528,409,282,192,171,112,73,55,38,204,14,"Kersh, Renique"
CHLH,243,72,467,140,120,225,36,20,34,4,1,3,2,2,2,"Ritter, Ellen S"
CHLH,243,46,116,53,52,34,13,9,9,0,1,2,0,1,1,"Lange, Dustin D"
CHLH,243,0,326,0,0,143,0,0,58,0,0,16,0,3,0,"Jones, Ashleigh E"
CHLH,243,0,115,0,0,65,0,0,21,0,0,3,0,0,2,"Santens, Ryan L"
CHLH,243,47,150,77,52,47,33,8,4,0,2,2,0,0,0,"Terry, Miranda S"
CHLH,243,0,22,29,21,47,26,6,18,2,4,2,0,2,0,"Foster, Markisha J"
CHLH,243,4,9,5,2,1,3,0,0,0,0,0,0,0,0,"Adibu, Marilyn A"
CHLH,243,0,538,0,0,163,0,0,71,0,0,14,0,36,3,"Bazan, Christy N"
CHLH,243,9,17,3,13,4,1,0,0,0,0,0,0,0,0,"Combs, Dominic D"
CHLH,243,0,3,4,7,5,2,0,0,0,0,0,0,0,0,"Boscolo, Marco S"
CHLH,243,36,24,12,3,10,7,0,3,0,0,0,0,1,1,"Wenckus, Julia M"
CHLH,244,0,3,8,8,10,9,7,6,4,1,3,1,2,0,"Loggins, Shondra S"
CHLH,244,0,29,33,23,11,16,11,12,8,5,2,8,3,2,"Marrara, Sarah R"
CHLH,250,15,6,7,2,0,0,0,0,0,0,0,0,0,0,"Lyons, Sarah K"
CHLH,250,0,45,0,0,10,0,0,5,0,0,0,0,0,0,"Melesse, Biniyam B"
CHLH,260,213,375,103,27,51,19,11,23,11,0,7,1,13,0,"Mamaril, Cezar Brian C"
CHLH,260,0,19,18,3,2,2,0,0,0,0,0,0,3,0,"Choi, Soyoung"
CHLH,260,6,100,44,22,50,9,6,9,0,1,2,1,2,0,"Herrmann, Lynn"
CHLH,260,134,379,110,73,117,23,14,17,9,1,5,0,1,3,"Notaro, Stephen J"
CHLH,260,8,114,32,22,24,10,2,2,0,2,0,0,2,0,"Herrmann, Lynn K"
CHLH,260,0,584,0,0,54,0,0,12,0,0,9,0,22,2,"Freehill, Ariel N"
CHLH,260,27,45,4,5,7,1,2,4,0,0,0,0,3,1,"Simmons, Rachel L"
CHLH,260,0,15,8,1,4,2,2,4,1,0,0,0,0,0,"Osterbur, Elaina F"
CHLH,274,57,98,57,24,35,19,12,10,0,0,5,0,10,1,"Taylor, Shaneil E"
CHLH,274,167,203,226,122,97,90,36,28,20,14,13,12,59,6,"Darfour-Oduro, Sandra A"
CHLH,274,232,202,232,134,78,68,28,19,31,12,16,11,98,7,"Rosenblatt, Karin A"
CHLH,274,112,122,31,24,23,10,5,22,0,0,15,0,11,0,"Schwingel, Andiara"
CHLH,304,58,90,38,14,24,8,6,3,1,3,1,2,11,1,"DiFilippo, Kristen N"
CHLH,304,56,24,23,16,7,12,2,0,4,1,0,2,6,0,"Adamson, Brynn C"
CHLH,304,16,33,14,6,1,1,2,1,0,0,0,0,0,0,"Nesbitt, Matthew L"
CHLH,304,206,208,130,58,40,13,19,7,2,0,0,0,8,4,"Farner, Susan M"
CHLH,304,14,23,17,8,2,3,0,0,0,0,0,0,1,0,"Trask, Jeffrey T"
CHLH,410,0,18,0,0,6,0,0,0,0,0,0,0,0,0,"Remmert, David M"
CHLH,421,47,29,18,8,4,0,3,1,0,0,0,1,0,0,"An, Ruopeng"
CHLH,421,52,213,153,61,120,45,23,28,12,7,7,4,8,1,"Bronson-Lowe, Daniel L"
CHLH,456,6,37,7,2,0,0,0,0,0,0,0,0,1,0,"Notaro, Stephen J"
CHLH,456,36,37,15,11,6,4,3,4,0,1,1,0,2,0,"Verone, Emily K"
CHLH,469,11,44,35,14,3,3,1,1,0,0,0,0,1,0,"Farner, Susan M"
CHLH,594,0,32,10,6,0,0,0,0,0,0,0,0,0,0,"Buchner, David M"
CHP,199,8,33,6,2,3,0,0,0,0,0,0,0,0,0,"Moffitt, Brian J"
CHP,199,92,73,10,0,7,2,1,0,0,0,0,0,2,1,"Fitzjarrald, Amy E"
CHP,199,23,34,4,1,1,0,0,0,0,0,0,0,0,0,"White, Zuri L"
CHP,199,6,17,3,3,0,0,0,1,0,0,0,0,0,0,"Otchere, Kimberly D"
CHP,199,19,5,0,2,0,0,0,0,0,0,0,0,0,0,"Mena Robles, Jorge"
CHP,199,15,9,2,1,1,0,0,1,0,0,0,0,0,0,"Jackson, Lisa"
CI,335,0,176,0,0,30,0,0,0,0,0,0,0,0,0,"Noffke, Susan E"
CI,335,7,97,12,6,11,0,0,0,0,0,0,0,0,2,"Burdick, Lynn S"
CI,335,0,64,4,3,1,0,0,0,1,0,0,0,0,0,"Williams, Michael T"
CI,401,37,39,9,6,3,1,1,1,0,0,0,0,0,0,"Poetzel, Adam R"
CI,401,2,22,11,1,6,1,1,2,2,0,0,0,0,0,"Mann, Jay A"
CI,401,0,17,2,0,2,0,0,0,0,0,0,0,0,0,"Dressman, Mark A"
CI,401,25,37,2,4,3,0,1,1,0,0,0,0,3,0,"Hale, Jon N"
CI,401,9,8,5,0,1,1,0,0,0,0,0,0,0,0,"Gonzalez Rivera, Gloriana"
CI,401,0,15,2,4,0,0,1,0,0,0,0,0,0,0,"Whobrey, Tina L"
CI,402,0,13,7,2,0,1,0,0,0,0,0,0,0,0,"Mann, Jay A"
CI,402,3,11,6,0,1,0,0,0,0,0,0,0,0,0,"Whobrey, Tina L"
CI,403,11,18,2,1,1,0,0,0,0,0,0,0,0,0,"Poetzel, Adam R"
CI,403,0,15,2,1,2,1,1,0,1,0,0,0,1,0,"Beardall, Joshua M"
CI,403,6,14,0,2,0,1,0,0,0,0,0,0,0,0,"Kessler, Meghan A"
CI,403,2,20,5,0,7,0,0,1,0,0,0,0,0,0,"Hale, Jon N"
CI,403,38,34,2,0,2,0,0,2,0,0,0,0,2,0,"Martin, Vance S"
CI,403,0,40,0,0,2,0,0,0,0,0,0,0,0,0,"Streitmatter, Nancy J"
CI,404,14,6,4,0,1,0,0,0,0,0,0,0,0,0,"Moermond, Veronica A"
CI,404,11,28,1,1,2,0,0,0,0,0,0,0,0,0,"Mann, Jay A"
CI,404,6,21,2,1,1,0,0,1,0,0,0,0,0,0,"Masters, Angela L"
CI,405,0,20,4,1,0,0,0,0,0,0,0,0,0,0,"Park, Jaehee"
CI,405,53,38,0,0,4,0,0,1,0,0,0,0,1,0,"Latham, Nancy I"
CI,405,0,400,121,42,37,11,9,4,1,0,0,1,3,0,"Dean, Sheila R"
CI,405,0,3,11,6,1,2,1,0,2,0,0,0,0,0,"Harrison, Dorian L"
CI,406,0,18,5,1,0,0,0,0,0,0,0,0,0,0,"Burdick, Lynn S"
CI,406,0,22,2,0,1,2,0,0,0,0,0,0,0,0,"Broadbent, Joanne D"
CI,406,1,5,9,5,1,2,0,1,0,0,0,0,0,0,"Johnson, Dorian L"
CI,406,1,43,33,4,0,1,0,2,0,0,0,0,0,0,"Korson, Stacey J"
CI,406,0,71,24,4,1,1,2,0,0,0,0,0,0,0,"MacGregor, Nancy A"
CI,406,0,19,3,0,0,0,0,1,0,0,0,0,0,0,"Dornfeld, Catherine L"
CI,406,0,18,3,1,0,0,0,0,2,0,0,0,0,0,"Lyons, Mary E"
CI,406,22,52,2,6,0,0,0,0,0,0,0,0,0,0,"Boettcher, Erika L"
CI,406,1,19,1,3,0,0,0,0,1,0,0,0,0,0,"McMurry, Sunny O"
CI,406,0,13,14,9,3,3,4,0,0,0,0,0,1,0,"Harrison, Dorian L"
CI,406,0,18,1,0,0,0,2,0,0,0,0,0,0,0,"Wawire, Purity N"
CI,406,0,26,13,7,0,1,0,0,0,0,0,0,0,0,"Cronenberg, Stephanie S"
CI,406,1,18,12,10,2,0,3,0,0,0,0,0,0,0,"Jones, Alexis L"
CI,407,0,21,3,1,2,0,0,0,0,0,0,0,0,0,"Broadbent, Joanne D"
CI,407,0,60,5,0,2,0,1,0,1,0,0,0,0,0,"Dean, Sheila R"
CI,407,3,39,3,1,1,2,0,0,0,0,0,0,0,0,"Sherbert, Janice"
CI,407,0,12,12,3,1,0,0,0,0,0,0,0,0,0,"Korson, Stacey J"
CI,407,0,57,11,0,2,0,0,0,0,0,1,0,0,0,"MacGregor, Nancy A"
CI,407,0,17,5,1,0,0,2,0,0,0,0,0,0,0,"Dornfeld, Catherine L"
CI,407,0,25,2,1,1,0,0,0,0,0,0,0,0,0,"Amalia, Yuni S"
CI,407,5,17,3,1,0,0,0,0,0,0,0,0,0,0,"Boettcher, Erika L"
CI,407,1,24,10,10,1,2,0,2,0,0,0,0,0,1,"Harrison, Dorian L"
CI,407,0,20,1,2,1,0,0,0,0,0,0,0,0,0,"Lyons, Mary E"
CI,407,0,21,26,15,1,1,2,0,0,0,0,0,0,0,"Cronenberg, Stephanie S"
CI,407,0,32,7,2,4,0,0,0,0,0,0,0,0,0,"Jones, Alexis L"
CI,415,17,9,0,2,0,0,0,0,0,0,0,0,0,0,"Lang, Maria G"
CI,415,0,20,2,1,1,0,0,0,0,0,0,0,0,0,"Chaitra Shivapr, Unknown"
CI,415,1,49,6,3,6,1,0,2,0,0,0,0,1,0,"Lee, Chaehyun"
CI,415,9,40,3,0,0,2,1,1,0,0,0,0,0,0,"Lomax, Khalila"
CI,415,9,7,6,1,0,1,0,0,0,0,0,0,0,0,"Linares, Rebecca E"
CI,415,9,120,20,8,7,1,1,0,0,1,1,0,2,0,"Gonzalez, Monica"
CI,415,1,9,6,2,3,0,0,0,0,0,0,0,0,0,"McCarthey, Sarah J"
CI,415,28,18,1,0,1,0,0,0,1,0,1,0,1,0,"Elassi, Amal M"
CI,415,0,57,13,1,4,0,3,0,0,0,0,0,0,0,"Thorstensson Da, Liv S"
CI,415,1,8,7,3,6,2,0,0,0,0,0,0,0,0,"Smith, Patrick H"
CI,415,0,11,5,1,1,2,0,1,1,0,0,0,0,0,"Crenshaw, Mackensi L"
CI,415,4,30,7,5,0,3,1,0,0,0,0,0,0,0,"Kim, Ami"
CI,415,0,13,7,2,0,0,0,0,0,0,0,0,0,0,"Valderrama Sepu, Laura P"
CI,415,0,24,2,1,0,0,0,0,0,0,0,0,0,0,"Lee, Alice Y"
CI,430,19,136,61,34,39,16,4,6,1,0,1,0,1,0,"Poetzel, Adam R"
CI,430,10,20,9,3,3,1,2,0,0,0,0,0,0,0,"Skultety, Lisa S"
CI,430,0,66,0,1,2,0,0,1,0,0,0,0,0,0,"Altshuler, Mari R"
CI,430,6,16,2,0,1,0,0,0,0,0,0,0,0,0,"Saclarides, Evthokia S"
CI,430,27,10,0,6,0,0,0,0,0,0,0,0,0,0,"Irving, Sonya E"
CI,430,49,25,0,3,2,0,0,0,0,0,0,0,0,0,"Elrick, Douglas G"
CI,430,1,4,10,3,3,1,0,0,0,0,0,0,0,0,"Alameh, Sahar K"
CI,430,6,16,0,4,0,0,0,0,0,0,0,0,0,0,"Gerardo, Juan M"
CI,430,7,12,11,14,6,3,0,0,0,0,0,0,0,0,"Brown-Tess, Karie C"
CI,430,25,52,0,12,8,0,0,0,0,0,0,0,0,0,"Thompson, Bradley L"
CI,432,61,112,18,8,2,0,0,0,1,0,0,0,0,0,"Poetzel, Adam R"
CI,432,3,17,3,1,0,0,0,0,0,0,0,0,0,0,"Willetts, Valerie L"
CI,432,18,35,10,3,1,0,0,0,0,0,0,0,0,0,"Makowski, Martha B"
CI,432,0,51,3,2,0,0,0,0,0,0,0,0,0,0,"Namikawa, Takayuki"
CI,432,50,89,41,8,5,1,0,0,0,0,0,0,0,0,"Elrick, Douglas G"
CI,432,8,10,4,3,0,0,1,0,0,0,0,0,0,0,"Brown-Tess, Karie C"
CI,432,4,6,9,1,1,0,0,0,0,0,0,0,0,0,"Bajwa, Neet Priya"
CI,432,4,41,28,7,0,0,0,0,0,0,0,0,0,0,"Lubienski, Sarah T"
CI,433,0,18,1,0,2,1,1,0,0,0,0,0,0,0,"Chaitra Shivapr, Unknown"
CI,433,0,18,3,2,0,0,0,1,0,0,0,0,0,0,"Martinez Negret, Giselle"
CI,433,0,15,7,1,2,0,0,0,0,0,0,0,0,0,"Presiado, Vivian E"
CI,446,0,26,1,0,0,0,0,0,0,0,0,0,1,0,"Castillo, Nathan M"
CI,447,0,23,0,0,0,0,0,1,0,0,0,0,0,0,"Parsons, Marilyn A"
CI,447,0,26,0,1,0,0,0,0,0,0,0,0,0,0,"Zaccor, Karla M"
CI,447,9,11,2,0,1,0,0,0,0,0,0,0,0,0,"Erikson, Debra"
CI,447,1,22,0,2,0,0,0,0,0,0,0,0,0,0,"Lewis, Alisha L"
CI,447,1,23,0,1,0,0,0,0,0,0,0,0,1,0,"Murray-Everett, Natasha C"
CI,448,1,94,15,4,3,3,1,2,0,0,0,0,0,0,"Parsons, Marilyn A"
CI,448,88,8,8,2,4,2,0,0,0,0,0,0,0,0,"Erikson, Debra"
CI,448,0,53,0,0,0,0,0,2,0,0,1,0,0,0,"Lewis, Alisha L"
CI,448,0,16,9,0,4,0,0,0,0,0,0,0,0,0,"Thorstensson Da, Liv S"
CI,448,0,14,8,2,0,0,0,0,0,0,0,0,0,0,"James-Gallaway, Arcasia D"
CI,448,2,41,4,2,1,0,0,0,0,0,0,0,0,0,"Jones, Alexis L"
CI,450,0,80,63,21,14,9,2,1,0,0,1,0,0,0,"Brown, David E"
CI,450,0,137,48,18,30,3,1,0,1,0,0,0,1,0,"Dean, Sheila R"
CI,450,0,22,1,1,1,0,0,0,0,0,0,0,1,0,"Leonardi, Nicholas J"
CI,450,1,17,3,3,0,0,0,0,0,0,0,0,0,0,"Krist, Christina"
CI,450,0,20,2,1,0,0,0,0,0,0,0,0,0,0,"Kirby, Emma N"
CI,450,9,8,3,1,0,0,0,0,0,0,0,0,0,0,"Machaka, Nessrine"
CI,450,0,19,3,1,1,0,1,1,0,0,0,0,0,0,"Wallon, Robert C"
CI,450,0,16,0,0,4,1,0,0,0,0,0,0,0,0,"Hug, Barbara"
CI,450,0,22,2,0,0,1,0,0,0,0,0,0,0,0,"Katz, Joshua E"
CI,451,3,90,26,4,6,0,1,0,0,0,0,0,0,0,"Dean, Sheila R"
CI,451,2,70,6,2,0,0,3,0,0,0,0,0,0,0,"Sikma, Lynn M"
CI,451,0,18,3,1,1,0,0,0,0,0,0,0,0,0,"D'Angelo, Cynthia M"
CI,451,0,25,0,0,1,0,0,0,0,0,0,0,0,0,"Osborne, Margery"
CI,451,0,18,0,0,1,0,0,1,1,0,0,0,0,0,"Hug, Barbara"
CI,452,9,8,1,5,0,1,0,0,0,0,0,0,0,0,"Cordoba, Tanya E"
CI,452,0,18,5,1,1,0,0,0,0,0,0,0,0,0,"Hug, Barbara"
CI,452,0,59,7,2,1,0,0,0,0,0,0,0,0,0,"Lewis, Alisha L"
CI,467,4,16,4,1,3,0,1,0,0,0,0,0,0,0,"Dawson, Ashley E"
CI,467,0,7,7,5,3,1,1,0,0,0,0,0,0,0,"Korson, Stacey J"
CI,467,0,22,30,26,24,8,4,0,0,0,0,0,0,0,"Harris, Violet J"
CI,467,0,87,23,5,3,0,1,1,0,0,0,0,1,2,"MacGregor, Nancy A"
CI,467,5,14,1,0,2,0,1,0,0,0,0,0,0,0,"Williams, Morgan T"
CI,467,1,140,12,3,8,4,1,1,1,0,0,0,0,0,"Moller, Karla J"
CI,467,0,25,1,0,0,1,0,0,0,0,0,0,0,0,"Peoples, Julie A"
CI,467,4,15,2,2,3,0,0,1,0,0,0,0,0,0,"Verma, Bhakti"
CI,473,23,31,1,0,0,0,0,0,0,0,0,0,1,0,"Moermond, Veronica A"
CI,473,0,125,6,1,0,0,0,1,0,0,0,0,0,0,"Filkins, Scott R"
CI,473,178,266,42,4,15,0,0,1,0,0,0,0,0,0,"Dressman, Mark A"
CI,475,1,12,9,3,3,0,0,0,0,0,0,0,0,0,"Kline, Sonia M"
CI,475,7,9,3,1,1,0,0,0,0,0,0,0,0,0,"Zhang, Jiadi"
CI,475,0,25,12,7,1,1,0,0,0,0,0,0,0,0,"Korson, Stacey J"
CI,475,0,138,83,19,15,3,3,1,0,0,0,0,0,0,"MacGregor, Nancy A"
CI,475,3,33,6,2,3,2,0,0,0,0,0,0,0,0,"Evcen, Ozge"
CI,475,15,46,15,2,3,0,0,2,0,0,0,0,0,0,"Letofsky, Kirsten"
CI,475,3,19,4,2,0,2,0,1,0,0,0,0,0,0,"Sinha, Shuchi"
CI,475,11,11,2,1,0,0,0,1,0,0,0,0,0,0,"Woodard, Rebecca L"
CI,475,0,7,8,4,3,1,2,0,0,0,0,0,0,0,"James, Carrie L"
CI,475,4,12,8,2,2,0,0,0,0,0,0,0,0,0,"McCarthey, Sarah J"
CI,475,5,16,3,2,1,0,0,1,0,0,0,0,0,0,"Nam, Yoon Jin"
CI,475,9,51,11,3,1,0,0,0,0,0,0,0,0,0,"Geoghegan, Cristin M"
CI,475,18,34,0,0,2,0,0,0,0,0,0,0,2,0,"McMurry, Sunny O"
CI,475,6,15,2,1,0,0,0,0,0,0,0,0,0,0,"Kang, Grace Y"
CI,475,0,2,5,5,3,9,0,0,0,0,0,0,0,0,"Harrison, Dorian L"
CI,475,0,15,4,1,2,0,0,0,0,0,0,0,0,0,"Stallmeyer-Gera, Catherin"
CI,475,18,41,16,3,0,0,1,0,0,0,1,0,0,0,"Minniear, Jacob N"
CI,476,0,19,6,0,2,0,0,1,0,0,0,0,0,0,"Kline, Sonia M"
CI,476,0,22,2,1,0,0,0,0,0,0,0,0,0,0,"Byfield, Lavern G"
CI,476,0,12,7,0,1,0,0,1,0,0,0,0,0,0,"Korson, Stacey J"
